sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,n_or_p_final_step17,n_or_p_source_step17,n_or_p_confidence_final_step17,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason,manual_review_note_step23
10.1021_acsami.9b19798__sample_35965,10.1021/acsami.9b19798,https://doi.org/10.1021/acsami.9b19798,,35965,In0.15Sb1.85Te3,unknown,p,11,7,7,7,0.0791348083859789,1.8459565691600368,1.766821760774058,0.0804638748542159,5.20684297343265,5.126379098578434,0.6262393793320837,1.3634438770121349,0.7372044976800509,0.0804638748542238,5.20684297343162,5.126379098577396,0.5995351,0.2534348597945379,1.6025740393207926,0.2285771144663642,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0791348083859789,0.0456691846458889,,,,,,,,,,,,,,,,,,,,,,,,,-1.8010352881568037,0.0789976705194988,1.8800329586763025,1.8800329586763025,6.553720860596039,large_over_prediction,unknown,no,40,C,manual review required; sintering check required later,large ZT prediction error; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2016.12.052__sample_41499,10.1016/j.jallcom.2016.12.052,https://doi.org/10.1016/j.jallcom.2016.12.052,,41499,Bi0.5Sb1.5Te3,unknown,p,8,8,8,8,0.0466114361222392,0.728784829484784,0.6821733933625448,0.0381027127772893,1.0717021753601208,1.0335994625828315,0.0390588841649695,1.067729744487515,1.0286708603225452,0.0381027127772713,1.071702175360076,1.0335994625828049,0.8372554,0.8239003810698712,1.7050374369432442,0.8382863692718996,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0466114361222393,0.0861012630391619,,,,,,,,,,,,,,,,,,,,,,,,,-0.567195796601158,6.011428478179339e-05,0.5672559108859399,0.5672559108859399,1.7634214205292955,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2016.12.052__sample_41500,10.1016/j.jallcom.2016.12.052,https://doi.org/10.1016/j.jallcom.2016.12.052,,41500,Bi0.5Sb1.5Te3,unknown,p,8,8,8,8,0.0484869808811092,0.5971484859572957,0.5486615050761865,0.0387039629315536,0.8154537674871487,0.7767498045555951,0.038534884167254,0.8168365059081688,0.7783016217409148,0.0387039629315466,0.815453767487127,0.7767498045555803,0.8683779,0.8900060603390075,1.6138937092514627,0.8741956941535834,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0484869808811092,0.1010747483143739,,,,,,,,,,,,,,,,,,,,,,,,,-0.435079794920425,6.011428478179339e-05,0.4351399092052068,0.4351399092052068,1.5451792286267012,moderate_error,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_jacs.7b05881__sample_39990,10.1021/jacs.7b05881,https://doi.org/10.1021/jacs.7b05881,,39990,Na0.01(Sn0.85Pb0.15)0.99Se,unknown,p,12,4,1,2,0.5782848627746451,2.085093912882762,1.5068090501081168,0.2814956602791444,5.157751275661268,4.876255615382124,0.6681824232773975,1.45991836054569,0.7917359372682925,0.3496021112421283,4.015603849287585,3.666001738045456,0.616,0.2043996272611231,1.515309710096145,0.6251689187605711,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.5782848627746451,0.996798051418131,,,,,,,,,,,,,,,,,,,,,,,,,-2.615177523096782,-2.6991141973578547,-0.0839366742610727,0.0839366742610727,0.919489481602377,good,unknown,no,50,B,manual review required; sintering check required later,large ZT prediction error; important candidate for paper; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2016.12.052__sample_41501,10.1016/j.jallcom.2016.12.052,https://doi.org/10.1016/j.jallcom.2016.12.052,,41501,Bi0.5Sb1.5Te3,unknown,p,8,8,8,8,0.0524483851994473,0.5841751676120235,0.5317267824125761,0.04261040761916,0.7917565310645396,0.7491461234453796,0.0435528974997024,0.8018666515325543,0.7583137540328518,0.0426104076191547,0.7917565310645183,0.7491461234453635,0.9829295,0.9479270763451,1.696111437336244,0.9920409069717684,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0524483851994473,0.0186908571925372,,,,,,,,,,,,,,,,,,,,,,,,,-0.4217190203743612,6.011428478179339e-05,0.421779134659143,0.421779134659143,1.5246717403490275,moderate_error,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_jacs.7b05881__sample_40025,10.1021/jacs.7b05881,https://doi.org/10.1021/jacs.7b05881,,40025,Na0.01(Sn0.96Pb0.04)0.99Se,unknown,p,12,3,2,2,0.4485405701125164,1.4120929963723632,0.9635524262598468,0.6168063265536278,4.743024696992723,4.126218370439095,1.9771634804219864,10.358115701666089,8.380952221244103,0.8416161833536332,6.025912357901971,5.184296174548338,0.02941935,0.0619998684299381,0.2365344341169659,0.0411590927375195,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.4485405701125164,0.7648364142901044,,,,,,,,,,,,,,,,,,,,,,,,,-1.9508409648835776,-2.6991141973578547,-0.7482732324742771,0.7482732324742771,0.4731829246038868,large_under_prediction,unknown,no,75,B,large ZT error vs observed ZT; manual review required; sintering check required later,large ZT prediction error; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_bad_ML_bad,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; fitting and ML both poor; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check ZT curve and units; fitting and ML both poor
10.1016_j.jallcom.2016.06.172__sample_2653,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2653,Pb0.196Sr0.784Na0.02Te,unknown,p,11,9,3,5,0.2580801523757677,1.537414631769293,1.2793344793935253,0.2611420414361267,3.5495406173939266,3.2883985759578,573.7739242444101,2615.4537437122603,2041.6798194678504,0.3092446938857768,3.86817938985756,3.558934695971783,0.004942857,1.9237701005184649,8.757278765142589,2.3368607830600263,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2580801523757677,0.2877226437951552,,,,,,,,,,,,,,,,,,,,,,,,,-1.3151901453369843,0.1423890514845759,1.45757919682156,1.45757919682156,4.295548254739294,large_over_prediction,unknown,no,90,A,large ZT error vs observed ZT; predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_acs.chemmater.8b00254__sample_40617,10.1021/acs.chemmater.8b00254,https://doi.org/10.1021/acs.chemmater.8b00254,,40617,Cu2.075Se,unknown,p,9,9,7,7,0.1965149274273715,0.6407861947922923,0.4442712673649207,0.1686975087581324,0.8787435629877359,0.7100460542296035,0.2513312405410648,0.8891733950743722,0.6378421545333073,0.2020819605296593,0.9170010181411756,0.7149190576115163,0.8967334,1.1143894728923898,2.050770482884692,0.8023787409541561,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1965149274273715,0.2116693700151709,,,,,,,,,,,,,,,,,,,,,,,,,-0.7012419650312656,0.7733776850017701,1.4746196500330355,1.4746196500330355,4.369373565748187,large_over_prediction,unknown,no,65,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2016.06.172__sample_2652,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2652,Pb0.392Sr0.588Na0.02Te,unknown,p,11,9,2,8,0.2904605264500778,1.480789318810125,1.1903287923600474,0.2792404366897174,3.6893250979641854,3.410084661274469,42.139266110381065,183.2799832366999,141.14071712631883,0.2944457864051289,3.6573703638587904,3.3629245774536614,0.04774551,1.1013739084079792,4.704789480178947,1.5347072253084306,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2904605264500778,0.3621085421220378,,,,,,,,,,,,,,,,,,,,,,,,,-1.2516144067238897,0.1423890514845759,1.3940034582084655,1.3940034582084655,4.03095555473505,large_over_prediction,unknown,no,100,A,large ZT error vs observed ZT; predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_acsami.9b23059__sample_34814,10.1021/acsami.9b23059,https://doi.org/10.1021/acsami.9b23059,,34814,Mg2.39Li0.01Cd0.8Sb2,unknown,p,10,10,5,5,0.222624346195025,1.1407555047875018,0.9181311585924768,0.1928924414565294,2.1413183170754544,1.948425875618925,0.1984693096210366,2.149055235731709,1.9505859261106728,0.2092651913494954,2.182084218411186,1.9728190270616908,0.5299022,0.5509165188736109,1.6864900882222706,0.5349410218115835,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.222624346195025,0.0806524808984847,,,,,,,,,,,,,,,,,,,,,,,,,-1.0681631531493971,-0.3848484497448813,0.6833147034045158,0.6833147034045158,1.9804314072133835,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1016_j.jallcom.2016.06.172__sample_2651,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2651,Pb0.588Sr0.392Na0.02Te,unknown,p,11,5,1,2,0.1868239379616129,1.216451363132724,1.029627425171111,0.1837752818479093,2.458151666218327,2.274376384370418,1.975705815454437,8.89966284142914,6.923957025974704,0.1177053879169168,1.9352428392180132,1.817537451301097,0.2576436,0.4965801326419871,1.6520369256182963,0.5354396684712308,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1868239379616129,0.2328375639830903,,,,,,,,,,,,,,,,,,,,,,,,,-1.0016112270143471,0.1423890514845759,1.144000278498923,1.144000278498923,3.139301360471324,large_over_prediction,unknown,no,75,B,large ZT error vs observed ZT; manual review required; sintering check required later,large ZT prediction error; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_acsami.5b09327__sample_4840,10.1021/acsami.5b09327,https://doi.org/10.1021/acsami.5b09327,,4840,Co0.9Ni0.07Fe0.03Sb3,unknown,n,39,14,4,4,0.234031510397788,2.2304438268782936,1.9964123164805057,0.2143964660812063,9.686316479562482,9.471920013481276,0.1721426570670636,8.59844400624231,8.426301349175247,0.2677266118591002,10.129824060760871,9.862097448901771,0.1024096,0.1136817216298412,1.044751650504925,0.0875395642716929,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.234031510397788,0.4744648695630477,,,,,,,,,,,,,,,,,,,,,,,,,-1.4534226057337918,-0.0391381242491149,1.414284481484677,1.414284481484677,4.113542097189589,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1021_acsami.9b23059__sample_34817,10.1021/acsami.9b23059,https://doi.org/10.1021/acsami.9b23059,,34817,Mg3.19Li0.01Sb2,unknown,p,10,8,1,1,0.7463134292005084,1.8443096214028565,1.097996192202348,0.4910481316778844,4.509176510093257,4.018128378415372,1.3291773042989516,11.579619021432082,10.25044171713313,1.27841380445938,11.305451191015006,10.027037386555628,0.4663255,0.0618742922956521,0.3341759439538705,0.0271567404369434,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.7463134292005084,0.7749787994209024,,,,,,,,,,,,,,,,,,,,,,,,,-1.7901073748412752,-1.0068012585630317,0.7833061162782438,0.7833061162782438,2.188696401802792,large_over_prediction,unknown,no,95,A,large ZT error vs observed ZT; large ZT error vs calculated ZT; possible unit or temperature alignment issue; manual review required; sintering check required later,large ZT prediction error; important candidate for paper; carried from Step14,True,True,True,True,True,fitting_bad_ML_bad,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; fitting and ML both poor; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check ZT curve and units; fitting and ML both poor
10.1063_1.4942890__sample_9344,10.1063/1.4942890,https://doi.org/10.1063/1.4942890,,9344,(SnSe0.95)0.999(BiCl3)0.001,unknown,n,15,15,14,15,0.3769587053444997,3.5837973617678767,3.206838656423377,0.342847238541015,37.095464050312216,36.752616811771205,0.2928398796736896,34.84601146857127,34.55317158889758,0.3428472385410798,37.09546405031073,36.75261681176965,0.594854,0.5506041893199071,19.436992925619663,0.5944321030818867,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3769587053444997,0.3082979788879336,,,,,,,,,,,,,,,,,,,,,,,,,-3.572855570244913,1.1178899464506382,4.690745516695552,4.690745516695552,108.93436192787942,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.4942890__sample_9345,10.1063/1.4942890,https://doi.org/10.1063/1.4942890,,9345,(SnSe0.95)0.998(BiCl3)0.002,unknown,n,15,15,15,15,0.4016146622428875,3.42340566548628,3.021791003243393,0.374354978135458,31.64656948594337,31.272214507807917,0.3685124110823247,31.31721431122544,30.948701900143117,0.3743549781354137,31.646569485939715,31.2722145078043,0.6104312,0.5401018578653676,16.17988708658252,0.5987778855936262,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.4016146622428875,0.3401662375988819,,,,,,,,,,,,,,,,,,,,,,,,,-3.4087048549772594,1.1178899464506382,4.526594801427898,4.526594801427898,92.44323693771966,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1007_s11664-017-5607-5__sample_2549,10.1007/s11664-017-5607-5,https://doi.org/10.1007/s11664-017-5607-5,,2549,Pb0.94Bi0.06Te,unknown,n,29,13,4,4,0.6304749677446104,0.9234229000289776,0.2929479322843671,0.4806515502956724,1.687901456067922,1.2072499057722497,0.2885970566006806,1.190693431250986,0.9020963746503056,0.4217316996407531,1.5606069456631384,1.1388752460223852,0.6378941,0.7879946629884423,1.5471730479080064,0.3625181104332286,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.6304749677446104,0.955808561042758,,,,,,,,,,,,,,,,,,,,,,,,,-0.7656152683780844,-0.1557574200731247,0.6098578483049596,0.6098578483049596,1.8401697969327089,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.4916238__sample_5419,10.1063/1.4916238,https://doi.org/10.1063/1.4916238,,5419,Yb0.15Co4Sb12,unknown,n,20,6,3,3,0.3459573562667952,2.269801846410421,1.9238444901436256,0.4230550605614971,10.982072230561467,10.559017169999972,0.7875982772580055,14.347086961316329,13.559488684058325,0.4713324335006963,11.423168632232326,10.951836198731629,0.4686347,0.35677835977862,3.362354336656735,0.4631505574698039,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3459573562667952,0.4232829705806811,,,,,,,,,,,,,,,,,,,,,,,,,-1.8917139505084724,0.4332426047448079,2.32495655525328,2.32495655525328,10.2262357999159,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1007_s11664-017-5607-5__sample_2546,10.1007/s11664-017-5607-5,https://doi.org/10.1007/s11664-017-5607-5,,2546,Pb0.96Bi0.04Te,unknown,n,30,14,4,4,0.3064031571542053,1.5848251070696568,1.2784219499154514,0.2535765757266309,4.489357872050115,4.235781296323484,0.3044594551151838,3.408164317447889,3.1037048623327057,0.1712049737800497,3.7262658605475822,3.5550608867675324,0.6917688,0.8520882807464045,4.034403915814912,0.6364393391645928,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3064031571542053,0.2961862697955684,,,,,,,,,,,,,,,,,,,,,,,,,-1.6458455847305613,-0.1557574200731247,1.4900881646574369,1.4900881646574369,4.4374867312554045,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1063_1.4942890__sample_9347,10.1063/1.4942890,https://doi.org/10.1063/1.4942890,,9347,(SnSe0.95)0.9986(BiCl3)0.004,unknown,n,15,14,14,14,0.3123956738426554,3.117023449679148,2.8046277758364924,0.277024673936972,22.91772312636937,22.6406984524324,0.31587084176669,23.885632796057727,23.56976195429104,0.2770246739369625,22.91772312636525,22.64069845242828,0.6795549,0.6519118031268386,14.490357318027456,0.6613137815375607,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3123956738426554,0.2113314402017971,,,,,,,,,,,,,,,,,,,,,,,,,-3.1102678035571345,1.1178899464506382,4.228157750007773,4.228157750007773,68.59075439102648,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
10.1002_pssa.202000096__sample_83943,10.1002/pssa.202000096,https://doi.org/10.1002/pssa.202000096,,83943,Ti2FeNiSb1.8Sn0.2,unknown,p,10,9,8,8,0.3043324721387246,1.1936963267912248,0.8893638546525002,0.2110672809875559,2.489241026086005,2.2781737450984494,0.2112654661890801,2.437178649091132,2.225913182902052,0.2281125383576612,2.4993234590761144,2.271210920718453,0.3654,0.3286319534882205,1.042303316704444,0.3606198854182174,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3043324721387246,0.4619704155762708,,,,,,,,,,,,,,,,,,,,,,,,,-0.4117422242874013,1.817930750208348,2.2296729744957493,2.2296729744957493,9.29682528332553,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,fitting_good_ML_bad,tau_eff_ML_prediction_error,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked,check additive and structure; ML tau error may be large
