sintering_method_final_step17,sintering_checked_final_step17,sintering_source_step17,sample_count,ML_much_worse_count,fitting_bad_ML_bad_count,high_ZT_count,median_sigma_ML_log_rmse,median_zt_obs_ML_mape,manual_annotation_needed_count,interpretation_step23
unknown,no,unknown,3201,390,10,376,0.7323475585936762,0.5615765526467575,3201,"sintering unknown means review target, not confirmed cause"
