sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,n_or_p_final_step17,n_or_p_source_step17,n_or_p_confidence_final_step17,additive_final_step17,additive_source_step17,additive_confidence_final_step17,structure_final_step17,structure_source_step17,structure_confidence_final_step17,sintering_method_final_step17,sintering_condition_final_step17,sintering_checked_final_step17,sintering_source_step17,sintering_confidence_final_step17,paper_checked_step17,manual_review_status_step17,step17_check_additive,step17_check_structure,step17_check_np_type,step17_check_sintering,nanocarbon_keyword_detected_step9,nanocarbon_type_auto_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,target_quality_step18,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,n_or_p_final_step17__step17,n_or_p_source_step17__step17,n_or_p_confidence_final_step17__step17,additive_final_step17__step17,additive_source_step17__step17,additive_confidence_final_step17__step17,structure_final_step17__step17,structure_source_step17__step17,structure_confidence_final_step17__step17,sintering_method_final_step17__step17,sintering_condition_final_step17__step17,sintering_checked_final_step17__step17,sintering_source_step17__step17,sintering_confidence_final_step17__step17,paper_checked_step17__step17,manual_review_status_step17__step17,step17_check_additive__step17,step17_check_structure__step17,step17_check_np_type__step17,step17_check_sintering__step17,nanocarbon_keyword_detected_step9__step17,nanocarbon_type_auto_step9__step17,rare_metal_flag_auto_step9__step17,toxicity_flag_auto_step9__step17,target_log_tau_eff_step18,pred_log_tau_eff_step19,residual_log_tau_eff_step19,abs_error_log_tau_eff_step19,tau_eff_ratio_pred_true_step19,residual_category_step19,manual_review_status_step17__step19,paper_checked_step17__step19,manual_review_priority_score_step15,manual_review_priority_tier_step15,pf_zt_problem_reason_step15,sintering_check_reason_step15,missing_additive_info_step23,missing_structure_info_step23,missing_sintering_info_step23,missing_np_paper_confirmation_step23,manual_annotation_needed_step23,error_pattern_step23,primary_error_source_hypothesis_step23,secondary_error_source_hypothesis_step23,error_cause_note_step23,step23_review_priority_score,step23_review_priority_tier,step23_review_reason
10.1016_j.scriptamat.2019.09.009__sample_35187,10.1016/j.scriptamat.2019.09.009,https://doi.org/10.1016/j.scriptamat.2019.09.009,,35187,Cu2Se,unknown,p,12,11,4,7,0.2021236807288434,0.3418625622527353,0.1397388815238919,0.1855913724772931,0.3253455044166946,0.1397541319394014,0.2164896956123694,0.3715095841055328,0.1550198884931633,0.187449675523034,0.2851933420613997,0.0977436665383656,1.764563,2.101478425241965,2.7686259618970706,1.5839648484795683,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2021236807288433,0.2670127901774343,,,,,,,,,,,,,,,,,,,,,,,,,-0.3670431396307536,0.7733776850017701,1.1404208246325236,1.1404208246325236,3.1280844632382387,large_over_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1016_j.scriptamat.2019.09.009__sample_35188,10.1016/j.scriptamat.2019.09.009,https://doi.org/10.1016/j.scriptamat.2019.09.009,,35188,Cu2Se,unknown,p,12,12,8,10,0.2154176120521585,0.3256920040852205,0.1102743920330619,0.1981268843325274,0.3193761406295181,0.1212492562969906,0.2115451862827778,0.4289613506344034,0.2174161643516255,0.1956466044786233,0.3738994829512284,0.178252878472605,1.997573,2.3748485954315965,3.0319598175513733,1.979470734067005,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2154176120521585,0.3067138886409716,,,,,,,,,,,,,,,,,,,,,,,,,-0.3356086229301869,0.7733776850017701,1.108986307931957,1.108986307931957,3.031284047883253,large_over_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1016_j.scriptamat.2019.09.009__sample_35189,10.1016/j.scriptamat.2019.09.009,https://doi.org/10.1016/j.scriptamat.2019.09.009,,35189,Cu2Se,unknown,p,12,9,8,8,0.2041424876520907,0.3847488521175982,0.1806063644655074,0.1923955361461595,0.4982702376873718,0.3058747015412122,0.1944602334732371,0.4844739486010971,0.29001371512786,0.1935362647409888,0.4806133940417421,0.2870771293007533,1.963592,2.1317482157251497,2.9537259709586703,1.943869253789703,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.2041424876520906,0.259805870815229,,,,,,,,,,,,,,,,,,,,,,,,,-0.4174581069366908,0.7733776850017701,1.190835791938461,1.190835791938461,3.28982967176951,large_over_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1016_j.solidstatesciences.2009.06.007__sample_4811,10.1016/j.solidstatesciences.2009.06.007,https://doi.org/10.1016/j.solidstatesciences.2009.06.007,,4811,(TiO2)0.04Ba0.22Co4Sb12,unknown,n,12,5,0,0,0.1174494818010686,0.7095210570383259,0.5920715752372573,0.0819599418665279,0.5202754361796751,0.4383154943131471,,,,,,,1.094737,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1174494818010686,0.2462763004028125,,,,,,,,,,,,,,,,,,,,,,,,,1.1346219186827748,0.9562022926615772,-0.1784196260211977,0.1784196260211977,0.8365912943462427,good,unknown,no,50,B,insufficient ZT evaluation rows; manual review required; sintering check required later,high observed ZT; important candidate for paper,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked
10.1016_j.solidstatesciences.2009.06.007__sample_4812,10.1016/j.solidstatesciences.2009.06.007,https://doi.org/10.1016/j.solidstatesciences.2009.06.007,,4812,(TiO2)0.08Ba0.22Co4Sb12,unknown,n,12,4,0,0,0.1170108964713592,0.6844723108845434,0.5674614144131842,0.128339575870735,0.4371124710071165,0.3087728951363814,,,,,,,1.014903,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1170108964713592,0.2502098811997318,,,,,,,,,,,,,,,,,,,,,,,,,1.109285906568226,0.9562022926615772,-0.1530836139066488,0.1530836139066488,0.8580579732325727,good,unknown,no,50,B,insufficient ZT evaluation rows; manual review required; sintering check required later,high observed ZT; important candidate for paper,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked
10.1016_s1003-6326_11_60931-x__sample_9421,10.1016/s1003-6326(11)60931-x,https://doi.org/10.1016/s1003-6326%2811%2960931-x,,9421,Mg2Si,unknown,n,9,7,2,3,0.285486443467683,0.3735767108164412,0.0880902673487582,0.2654693751772298,0.3082910975503826,0.0428217223731527,7.893542687418531,5.989263372923681,-1.9042793144948504,0.1549171732049414,0.3332472391397552,0.1783300659348138,0.1317901,1.0031085729553004,0.7883236472165914,1.2951401458361558,unknown,no,no,ML_better_than_fitting,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,False,False,medium,0.285486443467683,0.3290984396361504,,,,,,,,,,,,,,,,,,,,,,,,,-0.3082949338951633,-1.3768894836670535,-1.0685945497718905,1.0685945497718905,0.3434909377472267,large_under_prediction,unknown,no,90,A,large ZT error vs observed ZT; predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,fitting_bad_ML_bad,possible_ZT_observation_or_unit_inconsistency,missing_additive_or_structure_annotation; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,35,C,fitting and ML both poor; manual review not checked
10.1021_acs.chemmater.5b04365__sample_275,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,,275,Sn0.96Ca0.07Te1,unknown,p,12,12,2,12,0.4439487319028298,1.216347747675465,0.7723990157726351,0.4149627853770943,0.6455678450679413,0.2306050596908469,0.555441443506392,0.7647732221740495,0.2093317786676575,0.414962785377075,0.6455678450679164,0.2306050596908414,0.800813,1.5926370934313074,0.5132229948837967,0.986212473863556,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.4439487319028298,0.69791084181388,,,,,,,,,,,,,,,,,,,,,,,,,1.7657214886642605,1.5745291637334828,-0.1911923249307776,0.1911923249307776,0.8259737175362443,good,unknown,no,75,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,10,low,manual review not checked
10.1021_acs.chemmater.5b04365__sample_279,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,,279,Sn1Ca0.03Te1,unknown,p,12,12,2,12,0.530135120133786,1.0176608786874484,0.4875257585536623,0.5134974303292071,0.5203278349111372,0.00683040458193,0.7368907068486782,0.8896234315503997,0.1527327247017215,0.5134974303291849,0.5203278349111258,0.0068304045819408,0.4349593,1.1567277613161426,0.4852570557096753,0.7223382760353169,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.530135120133786,0.7752368814228118,,,,,,,,,,,,,,,,,,,,,,,,,1.5019570967563671,1.5745291637334828,0.0725720669771157,0.0725720669771157,1.075270294777661,good,unknown,no,75,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,10,low,manual review not checked
10.1021_acs.chemmater.5b04365__sample_330,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,,330,Sn0.94Ca0.09Te1,unknown,p,12,12,1,12,0.4441485589914176,1.1022447432598352,0.6580961842684176,0.409102808677162,0.598766626591475,0.1896638179143129,0.7245778285709875,0.8995654737379658,0.1749876451669783,0.4091028086771637,0.5987666265914593,0.1896638179142955,0.3373984,1.7097958826464674,0.623488438085439,1.1643500436396583,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.4441485589914176,0.6703970915866035,,,,,,,,,,,,,,,,,,,,,,,,,1.642084510718383,1.5745291637334828,-0.0675553469849001,0.0675553469849001,0.9346759876866328,good,unknown,no,75,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,10,low,manual review not checked
10.1021_acs.chemmater.5b04365__sample_397,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,,397,Sn0.98Ca0.05Te1,unknown,p,12,12,3,12,0.5503925870471875,1.0480600028408678,0.4976674157936802,0.5353401101545275,0.526505478981307,-0.0088346311732205,0.7565924212610252,0.9002336950717692,0.1436412738107439,0.5353401101545204,0.5265054789812761,-0.0088346311732443,0.3699187,1.3325966080887075,0.5461959740024162,0.7095163611965434,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.5503925870471875,0.8276640454345252,,,,,,,,,,,,,,,,,,,,,,,,,1.5251922733015093,1.5745291637334828,0.0493368904319735,0.0493368904319735,1.0505742195318142,good,unknown,no,65,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation,candidate hypothesis only; no causal mechanism proven,10,low,manual review not checked
10.1021_acs.chemmater.5b04365__sample_400,10.1021/acs.chemmater.5b04365,https://doi.org/10.1021/acs.chemmater.5b04365,,400,Sn1.03Te1,unknown,p,8,5,1,5,0.5287892355527978,1.3817738709007887,0.852984635347991,0.5373105234509599,0.6471049912435167,0.1097944677925568,0.4050976184281271,0.8340298853206467,0.4289322668925195,0.5373105234509203,0.6471049912434963,0.1097944677925759,0.300813,1.0308638757018964,0.2875977655644603,0.4281393506727797,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,low,0.5287892355527978,0.9684328027990312,,,,,,,,,,,,,,,,,,,,,,,,,2.141342860096612,0.918891026634034,-1.222451833462578,1.222451833462578,0.2945071983829945,large_under_prediction,unknown,no,75,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,10,low,manual review not checked
10.1021_acs.chemmater.7b04023__sample_31993,10.1021/acs.chemmater.7b04023,https://doi.org/10.1021/acs.chemmater.7b04023,,31993,Ge0.90Sb0.10Te,unknown,p,10,2,1,2,0.0705524052751874,0.3656750664211391,0.2951226611459517,0.0334030500932988,0.3024429370560794,0.2690398869627805,0.0077942186490892,0.3069333948129448,0.2991391761638555,0.0334030500933052,0.3024429370560803,0.269039886962775,1.78566,1.7717421755270673,1.237581314218317,1.7167421416667572,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0705524052751874,0.1354551575348919,,,,,,,,,,,,,,,,,,,,,,,,,0.8388188170344044,0.1135456991990303,-0.7252731178353741,0.7252731178353741,0.4841923093395231,large_under_prediction,unknown,no,75,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.7b04023__sample_31997,10.1021/acs.chemmater.7b04023,https://doi.org/10.1021/acs.chemmater.7b04023,,31997,Ge0.88Bi0.02Sb0.10Te,unknown,p,11,10,4,5,0.3472946278608971,0.5797460749618294,0.2324514471009323,0.3340513962391568,0.7542730702351019,0.4202216739959451,0.3678832520909403,1.1759722619125628,0.8080890098216225,0.3644149044263626,1.0215726174704622,0.6571577130440995,1.373585,1.0466311695309527,1.664937698353403,1.206747150851662,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.3472946278608971,0.5208928123266265,,,,,,,,,,,,,,,,,,,,,,,,,0.0079371073194151,0.1233199751966935,0.1153828678772784,0.1153828678772784,1.1223030491105377,good,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,fitting_good_ML_bad,insufficient_material_features,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.7b04023__sample_31998,10.1021/acs.chemmater.7b04023,https://doi.org/10.1021/acs.chemmater.7b04023,,31998,Ge0.85Bi0.05Sb0.10Te,unknown,p,11,9,3,4,0.244247055383828,0.2574072508098954,0.0131601954260673,0.2223482318720274,0.196325543114472,-0.0260226887575553,0.2175944408786185,0.2266265380109056,0.009032097132287,0.1895028342334947,0.1747143049039063,-0.0147885293295883,1.758491,1.4503022938196657,1.3371227833618191,1.7065864455985131,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.244247055383828,0.3174411522152391,,,,,,,,,,,,,,,,,,,,,,,,,0.5534000997510679,0.1233199751966935,-0.4300801245543743,0.4300801245543743,0.6504569750600456,moderate_error,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b00254__sample_40617,10.1021/acs.chemmater.8b00254,https://doi.org/10.1021/acs.chemmater.8b00254,,40617,Cu2.075Se,unknown,p,9,9,7,7,0.1965149274273715,0.6407861947922923,0.4442712673649207,0.1686975087581324,0.8787435629877359,0.7100460542296035,0.2513312405410648,0.8891733950743722,0.6378421545333073,0.2020819605296593,0.9170010181411756,0.7149190576115163,0.8967334,1.1143894728923898,2.050770482884692,0.8023787409541561,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,p,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1965149274273715,0.2116693700151709,,,,,,,,,,,,,,,,,,,,,,,,,-0.7012419650312656,0.7733776850017701,1.4746196500330355,1.4746196500330355,4.369373565748187,large_over_prediction,unknown,no,65,B,predicted high ZT false positive; manual review required; sintering check required later,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43365,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43365,Yb0.25Co3.9Fe0.1Sb12,unknown,n,8,4,0,1,0.0434209140154934,0.0551745414965812,0.0117536274810878,0.0495462121579038,0.0530310265820672,0.0034848144241633,,,,0.0726471454071513,0.1036847558451984,0.031037610438047,1.240924,1.076781701460908,1.040742850864568,1.1611348324728732,unknown,no,no,not_evaluated,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0434209140154934,0.0603753458342151,,,,,,,,,,,,,,,,,,,,,,,,,0.7987511956670197,-0.0391381242491149,-0.8378893199161346,0.8378893199161346,0.4326226885386025,large_under_prediction,unknown,no,75,B,insufficient ZT evaluation rows; manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,not_evaluable,not_evaluable,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43366,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43366,Yb0.25Co3.75Fe0.25Sb12,unknown,n,10,7,4,6,0.1006427627042609,0.6787927884608244,0.5781500257565634,0.0919437335021193,0.9522087021338792,0.8602649686317597,0.136647039200104,0.8887583255013403,0.7521112863012362,0.1058576012537946,0.94869086070509,0.8428332594512953,1.243564,1.377346344277456,2.695136956374081,1.2674198260082017,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.1006427627042609,0.1799246150066042,,,,,,,,,,,,,,,,,,,,,,,,,0.0934189344578923,-0.0391381242491149,-0.1325570587070072,0.1325570587070072,0.875852957643129,good,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,120,A,ML much worse than fitting; observed high ZT; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43368,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43368,Yb0.3Co3.9Fe0.1Sb12,unknown,n,10,9,3,6,0.0976455698023179,0.1394470058872144,0.0418014360848964,0.0893556758145354,0.1124745292860753,0.0231188534715398,0.0741903580906814,0.0987462478952698,0.0245558898045883,0.0845852847786657,0.1081561713276656,0.0235708865489998,1.172277,1.3444058599192763,1.217012546950216,1.14813272932108,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0976455698023179,0.1532288229553556,,,,,,,,,,,,,,,,,,,,,,,,,0.864262299131776,-0.0391381242491149,-0.9034004233808908,0.9034004233808908,0.4051894986595471,large_under_prediction,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43369,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43369,Yb0.3Co3.75Fe0.25Sb12,unknown,n,10,10,8,9,0.0935256816814608,0.3764496664770883,0.2829239847956274,0.0786131994131797,0.4462707858282067,0.3676575864150269,0.0897116244236848,0.4450619536317518,0.355350329208067,0.086684594528129,0.4479222543711219,0.3612376598429928,1.050825,1.199289543676772,1.7269833317665444,1.050482937273107,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.0935256816814608,0.1562642386474121,,,,,,,,,,,,,,,,,,,,,,,,,0.4000624341650063,-0.0391381242491149,-0.4392005584141212,0.4392005584141212,0.6445514964398734,moderate_error,unknown,no,65,B,manual review required; sintering check required later,high observed ZT; important candidate for paper; high predicted ZT,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect,candidate hypothesis only; no causal mechanism proven,60,B,observed high ZT; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43370,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43370,Yb0.3Co3.5Fe0.5Sb12,unknown,n,10,8,5,7,0.5114685826668117,2.1688783249073147,1.657409742240503,0.5136523390609093,8.448046779457815,7.934394440396906,0.556311520994581,10.631666779433512,10.07535525843893,0.56057301392845,8.839879418747604,8.279306404819154,0.1838794,0.180293097493585,1.4836964602434954,0.1880271409393969,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,n,,high,unknown,unknown,unknown,unknown,unknown,unknown,unknown,,no,unknown,unknown,no,unknown,,,,,False,unknown,True,True,medium,0.5114685826668117,0.7036993361517312,,,,,,,,,,,,,,,,,,,,,,,,,-1.3429987679664,-0.0391381242491149,1.303860643717285,1.303860643717285,3.683489894613599,large_over_prediction,unknown,no,0,low,no major issue,,True,True,True,True,True,both_poor,missing_additive_or_structure_annotation,possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,115,A,ML much worse than fitting; ZT_ML false positive; missing additive info and ML bad; missing structure info and ML bad; missing sintering info for high-ZT/error sample; manual review not checked
10.1021_acs.chemmater.8b03994__sample_43371,10.1021/acs.chemmater.8b03994,https://doi.org/10.1021/acs.chemmater.8b03994,,43371,Yb0.4Co3.9Fe0.1Sb12,unknown,n,8,7,3,4,0.091915616575815,0.3149805504509855,0.2230649338751705,0.0719309622712211,0.2475158879738508,0.1755849257026296,0.0421869652349344,0.2503922370408663,0.2082052718059318,0.0483225067457971,0.2891425759491053,0.2408200692033081,1.135314,0.9450037773750616,0.6991867261460468,1.0831653064819295,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,n,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,unknown,yes,yes,yes,yes,False,unknown,True,True,medium,0.091915616575815,0.1495455128284244,n,existing_step6_or_step15,high,unknown,auto_step9,unknown,unknown,auto_step9,unknown,unknown,,no,unknown,unknown,no,not_checked,yes,yes,yes,yes,False,unknown,True,True,1.0659803320920267,-0.0391381242491149,-1.1051184563411416,1.1051184563411416,0.3311716505363923,large_under_prediction,not_checked,no,90,A,observed high ZT missed; manual review required; sintering check required later,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,True,True,True,True,True,both_good,material_system_out_of_distribution,missing_additive_or_structure_annotation; possible_sintering_or_microstructure_effect; tau_eff_ML_prediction_error,candidate hypothesis only; no causal mechanism proven,90,A,observed high ZT; ZT_ML false negative; missing sintering info for high-ZT/error sample; manual review not checked
