best_model_name,selection_split,selection_metric,selection_metric_value,primary_split,primary_test_log_tau_rmse,primary_test_log_tau_mae,primary_test_log_tau_r2,primary_test_log_tau_spearman,primary_test_tau_eff_mape,primary_test_within_tau_factor_2_rate,recommended_ml_sample_count,feature_count,training_note,caution
extra_trees,split_random_70_15_15_step18,valid log_tau_rmse,1.4881994795590066,split_doi_group_80_20_step18,1.8249169464849557,1.0683280414737977,-0.18786114503275475,0.47853049968934913,6055.235536742202,0.5292096219931272,15623,49,selected by validation RMSE; primary DOI test is reported separately,"tau_eff is relative scale, not physical seconds. Final all-sample predictions are for downstream screening and not unbiased evaluation."
