sample_key,DOI,doi_url,paper_title,sample_id,composition,material_system,n_or_p,n_rows_step22,n_pf_eval_rows_step22,n_zt_obs_eval_rows_step22,n_zt_calc_eval_rows_step22,sigma_fitting_log_rmse_step22,sigma_ML_log_rmse_step22,sigma_log_rmse_gap_ML_minus_fitting_step22,pf_fitting_mape_step22,pf_ML_mape_step22,pf_mape_gap_ML_minus_fitting_step22,zt_obs_fitting_mape_step22,zt_obs_ML_mape_step22,zt_obs_mape_gap_ML_minus_fitting_step22,zt_calc_fitting_mape_step22,zt_calc_ML_mape_step22,zt_calc_mape_gap_ML_minus_fitting_step22,zt_obs_max_step22,zt_pred_fitting_max_step22,zt_pred_ML_max_step22,zt_calc_from_obs_max_step22,sintering_method,sintering_checked,record_checked,comparison_category_step22,comparison_note_step22,step22_problem_reason,needs_step23_error_analysis
10.1016_j.jallcom.2014.06.176__sample_14043,10.1016/j.jallcom.2014.06.176,https://doi.org/10.1016/j.jallcom.2014.06.176,,14043,AgSn2SbTe4,unknown,p,9,5,1,1,0.0897199692402248,1.3833834595585792,1.2936634903183544,0.060699021282872814,0.7534582762598818,0.692759254977009,0.06313794572106572,0.7644165808959369,0.7012786351748712,0.05874816102576801,0.7633127252291121,0.7045645642033441,0.6542553,0.5332140076445957,0.1340820438413165,0.5664945188587229,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2014.11.073__sample_9743,10.1016/j.jallcom.2014.11.073,https://doi.org/10.1016/j.jallcom.2014.11.073,,9743,Bi0.01Mg2Si,unknown,n,21,0,0,0,0.7280406476195231,1.9426495309713911,1.214608883351868,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2014.11.081__sample_22739,10.1016/j.jallcom.2014.11.081,https://doi.org/10.1016/j.jallcom.2014.11.081,,22739,AgSb0.99Sn0.01Se2,unknown,p,16,0,0,0,0.11078538390768305,1.0944418528494035,0.9836564689417204,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2014.11.081__sample_22741,10.1016/j.jallcom.2014.11.081,https://doi.org/10.1016/j.jallcom.2014.11.081,,22741,AgSn0.975Sn0.025Se2,unknown,p,16,0,0,0,0.281949536538574,1.5955631791994835,1.3136136426609095,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.04.190__sample_8422,10.1016/j.jallcom.2015.04.190,https://doi.org/10.1016/j.jallcom.2015.04.190,,8422,Mg2Si0.677Ge0.3Bi0.023,unknown,n,6,4,1,1,0.17668671001145897,0.323691700235236,0.14700499022377705,0.13681299444159112,0.329027088042728,0.1922140936011369,0.563688465859206,1.0508686604997357,0.48718019464052975,0.30026413340511127,0.7053722782991331,0.4051081448940218,0.7166725,0.059999492642366,0.0786928354290185,0.0461440803456143,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,possible missing structure/additive feature,True
10.1016_j.jallcom.2015.05.171__sample_3749,10.1016/j.jallcom.2015.05.171,https://doi.org/10.1016/j.jallcom.2015.05.171,,3749,CoSb2.95Se0.05,unknown,n,11,0,0,0,0.22907829624283005,1.0963401698626922,0.8672618736198622,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.05.171__sample_3750,10.1016/j.jallcom.2015.05.171,https://doi.org/10.1016/j.jallcom.2015.05.171,,3750,CoSb2.9Se0.1,unknown,n,11,0,0,0,0.21218711593271267,1.1512611126382388,0.9390739967055262,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.05.171__sample_3751,10.1016/j.jallcom.2015.05.171,https://doi.org/10.1016/j.jallcom.2015.05.171,,3751,CoSb2.8Se0.2,unknown,n,11,0,0,0,0.20574111456690428,1.150659305612408,0.9449181910455037,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.05.171__sample_3752,10.1016/j.jallcom.2015.05.171,https://doi.org/10.1016/j.jallcom.2015.05.171,,3752,CoSb2.7Se0.3,unknown,n,11,0,0,0,0.2541384597014167,1.1903304145682625,0.9361919548668458,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.023__sample_2215,10.1016/j.jallcom.2015.09.023,https://doi.org/10.1016/j.jallcom.2015.09.023,,2215,Ba8Cu5Si6Ge34.4Sn0.6,unknown,n,21,0,0,0,0.18353153999676258,1.1162490928657427,0.9327175528689802,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12459,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12459,VCoSb,unknown,n,8,3,0,1,0.07893584183934083,1.387341360007389,1.308405518168048,0.018826747408048683,0.7540949659623556,0.7352682185543069,,,,0.01701084660959545,0.753957530681332,0.7369466840717366,0.3846385,0.0495193630193645,0.0123947108819552,0.0503763066444512,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12460,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12460,VCoSb,unknown,n,8,3,0,0,0.09277672920760087,1.2362991372015988,1.1435224079939978,0.12291092458795692,0.710050277566392,0.5871393529784351,,,,,,,0.4999068,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12461,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12461,VCoSb,unknown,n,8,3,1,1,0.0829908268360273,1.3094712562740796,1.2264804294380522,0.07429028708907501,0.7172931574243494,0.6430028703352744,0.042793572800248564,0.7177424990767826,0.674948926276534,0.01893310373787188,0.7242009166812533,0.7052678129433814,0.4546726,0.4741296650083783,0.1283347518142617,0.4653197185066152,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12462,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12462,VCoSb,unknown,n,8,3,1,1,0.07977794211010428,1.33736879386468,1.2575908517545757,0.11316353638635546,0.7315747811426442,0.6184112447562887,0.1502808348381363,0.6972903135276779,0.5470094786895416,0.1394330580843645,0.7001450312632108,0.5607119731788464,0.3558798,0.409361713446029,0.1077282626798327,0.3592678925203867,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12541,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12541,VCoSb,unknown,n,8,1,0,0,0.08524843614465138,1.3084247410784362,1.223176304933785,0.03729855731513519,0.7391100517327236,0.7018114944175884,,,,,,,0.1928502,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12542,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12542,VCoSb0.98Sn0.02,unknown,n,8,1,0,1,0.0857917310229682,1.0990690641840088,1.0132773331610407,0.13478937583474943,0.7107598204104133,0.5759704445756639,,,,0.13478937583475073,0.7107598204103889,0.5759704445756382,0.05874079,0.4917485448179789,0.1643916908132147,0.5683570347883966,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.09.082__sample_12543,10.1016/j.jallcom.2015.09.082,https://doi.org/10.1016/j.jallcom.2015.09.082,,12543,V0.98Ti0.02CoSb,unknown,n,8,1,0,0,0.0874253006313153,1.1243152924797808,1.0368899918484655,0.05385284617084301,0.6915724373164487,0.6377195911456057,,,,,,,0.2803211,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.12.087__sample_21040,10.1016/j.jallcom.2015.12.087,https://doi.org/10.1016/j.jallcom.2015.12.087,,21040,(BiCuSeO)0.76(CuSe2)0.24,unknown,p,12,6,5,5,0.30015781375927764,0.6530518456733061,0.35289403191402846,0.24485727787096354,0.8432156431011543,0.5983583652301907,0.2641473467761801,0.9437242190131971,0.679576872237017,0.25927721988863045,0.9163660019596035,0.657088782070973,0.2986667,0.2104776094164595,0.3759152659313938,0.3055429376846034,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.12.231__sample_23523,10.1016/j.jallcom.2015.12.231,https://doi.org/10.1016/j.jallcom.2015.12.231,,23523,(Nd0.55Li0.36)(Ti0.95Nb0.05)O3,unknown,n,8,7,7,7,0.5032423863727207,1.1111029464463273,0.6078605600736067,0.5258472894671886,2.3021575681920297,1.776310278724841,0.5670350856393332,2.4158222023202254,1.8487871166808922,0.525847289467226,2.302157568192374,1.776310278725148,0.04951181,0.0293629525615889,0.0790703570876425,0.0491701420548956,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2015.12.231__sample_23524,10.1016/j.jallcom.2015.12.231,https://doi.org/10.1016/j.jallcom.2015.12.231,,23524,(Nd0.55Li0.36)(Ti0.90Nb0.10)O3,unknown,n,8,7,7,7,0.4724848154076363,1.13017778646819,0.6576929710605536,0.47411795436770005,2.3289379032253454,1.8548199488576453,0.4627629473826219,2.312455100859659,1.8496921534770374,0.47411795436778015,2.3289379032255915,1.8548199488578114,0.03628346,0.0209115882046487,0.0583802514366451,0.0364099169518715,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.01.030__sample_17569,10.1016/j.jallcom.2016.01.030,https://doi.org/10.1016/j.jallcom.2016.01.030,,17569,Fe0.693C0.0966Si0.0180Mn0.0459Cr0.0776V0.0693,unknown,n,20,19,0,0,0.1408286591782441,4.721867132645331,4.581038473467086,0.09735244590962827,0.990982836882061,0.8936303909724328,,,,,,,0.006629905,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.01.030__sample_17571,10.1016/j.jallcom.2016.01.030,https://doi.org/10.1016/j.jallcom.2016.01.030,,17571,Fe0.693C0.0966Si0.0180Mn0.0459Cr0.0776V0.0693,unknown,n,22,22,1,1,0.08567818821883533,4.777612954331414,4.691934766112579,0.06505695828615275,0.9915470729978864,0.9264901147117336,0.22503191565617106,0.9896821280911038,0.7646502124349327,0.06952348226884304,0.990991903025077,0.9214684207562339,0.0254377,0.0027407051033656,2.30836795639218e-05,0.0025625478531351,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.01.207__sample_17488,10.1016/j.jallcom.2016.01.207,https://doi.org/10.1016/j.jallcom.2016.01.207,,17488,Zn51.9Sb48.1,unknown,p,9,9,0,0,0.222804314944964,1.35671478228507,1.133910467340106,0.1820007564015045,2.904522825187856,2.7225220687863514,,,,,,,0.2940956,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7259,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7259,(Bi0.2Sb0.8)2Te3(PbTe)0.02,unknown,p,6,6,0,0,0.18975751161281026,1.0436509311457507,0.8538934195329404,0.16979613922232176,0.6351415673406954,0.46534542811837365,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7260,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7260,(Bi0.2Sb0.8)2Te3(PbTe)0.04,unknown,p,12,12,0,1,0.21707493833317754,1.5306157093468753,1.3135407710136977,0.19378336352485923,0.7749125768436307,0.5811292133187714,,,,0.25740690565082086,0.8367955480973523,0.5793886424465315,,0.2115698141396909,0.0464980563629873,0.2849067891280543,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7261,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7261,(Bi0.2Sb0.8)2Te3(PbTe)0.1,unknown,p,12,12,0,0,0.1894095793717057,1.7237949054811186,1.534385326109413,0.16998908688538883,0.8164492278922136,0.6464601410068248,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7262,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7262,(Bi0.2Sb0.8)2Te3(PbTe)0.3,unknown,p,12,12,0,0,0.1524663528101888,1.7842889544267146,1.6318226016165258,0.13541080729160784,0.8289887126331678,0.6935779053415599,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7264,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7264,(Bi0.2Sb0.8)2Te3(PbTe)0.02,unknown,p,12,12,0,0,0.22401971075872917,1.117147142040436,0.8931274312817068,0.19664243055499694,0.6566382600415799,0.4599958294865829,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7265,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7265,(Bi0.2Sb0.8)2Te3(PbTe)0.04,unknown,p,12,12,0,1,0.16095764493772183,1.7795001060692048,1.618542461131483,0.14181537841295436,0.8277937748308547,0.6859783964179004,,,,0.3334500176625113,0.7733699168696788,0.4399198992071675,0.3513901,0.5170943399150285,0.0878841589027759,0.38778681845269,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7266,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7266,(Bi0.2Sb0.8)2Te3(PbTe)0.1,unknown,p,12,12,0,1,0.15580493552946528,1.9861680497356622,1.830363114206197,0.13735010609586712,0.8602218874322664,0.7228717813363992,,,,0.18684640584234088,0.887733843056656,0.7008874372143151,,0.0231251501456032,0.0031927199907098,0.0284388463775511,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.02.123__sample_7267,10.1016/j.jallcom.2016.02.123,https://doi.org/10.1016/j.jallcom.2016.02.123,,7267,(Bi0.2Sb0.8)2Te3(PbTe)0.3,unknown,p,12,12,0,1,0.134928190743376,1.9344493647615706,1.7995211740181947,0.11611907639322228,0.8534676931329144,0.7373486167396921,,,,0.16479778131072667,0.87874013602176,0.7139423547110334,,0.0142587525302127,0.0020701745680542,0.0170722158192895,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.04.306__sample_7271,10.1016/j.jallcom.2016.04.306,https://doi.org/10.1016/j.jallcom.2016.04.306,,7271,Bi2Se2.53,unknown,n,59,0,0,0,0.16466623392042967,1.0906544869325543,0.9259882530121246,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.04.306__sample_7272,10.1016/j.jallcom.2016.04.306,https://doi.org/10.1016/j.jallcom.2016.04.306,,7272,Bi2Se2.99,unknown,n,59,0,0,0,0.06749878730324801,1.8185176843376647,1.7510188970344167,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.04.306__sample_7273,10.1016/j.jallcom.2016.04.306,https://doi.org/10.1016/j.jallcom.2016.04.306,,7273,Bi2.04Se2.99,unknown,n,59,0,0,0,0.08683849756223323,1.8093817181336662,1.722543220571433,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.04.306__sample_7274,10.1016/j.jallcom.2016.04.306,https://doi.org/10.1016/j.jallcom.2016.04.306,,7274,Bi2.12Se2.99,unknown,n,59,0,0,0,0.06706043614332031,1.2627331875854133,1.195672751442093,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.04.306__sample_7275,10.1016/j.jallcom.2016.04.306,https://doi.org/10.1016/j.jallcom.2016.04.306,,7275,Bi2.37Se2.99,unknown,n,59,0,0,0,0.05684661854424573,1.2529783925241853,1.1961317739799395,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.006__sample_7377,10.1016/j.jallcom.2016.06.006,https://doi.org/10.1016/j.jallcom.2016.06.006,,7377,Mn0.03(Bi2Se3),unknown,n,100,0,0,0,0.10511590324255331,1.2040252787289738,1.0989093754864205,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.006__sample_7378,10.1016/j.jallcom.2016.06.006,https://doi.org/10.1016/j.jallcom.2016.06.006,,7378,Mn0.06(Bi2Se3),unknown,n,64,0,0,0,0.060314931364562126,1.259627293055166,1.1993123616906038,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.058__sample_20609,10.1016/j.jallcom.2016.06.058,https://doi.org/10.1016/j.jallcom.2016.06.058,,20609,Ca3Co4O9,unknown,p,28,0,0,0,0.32853881719198674,1.059403865991085,0.7308650487990982,,,,,,,,,,0.05573979,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.058__sample_20611,10.1016/j.jallcom.2016.06.058,https://doi.org/10.1016/j.jallcom.2016.06.058,,20611,Ca3Co4O9,unknown,p,28,28,1,1,0.30718356035914707,1.4893105992080082,1.1821270388488612,0.2301303587157117,3.48763080426087,3.2575004455451584,0.4556612008005027,1.3375495887268942,0.8818883879263915,0.46038372695698077,1.3172696838385023,0.8568859568815215,0.07154654,0.0389455576704788,0.1672435851518323,0.0721726894017779,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.133__sample_16275,10.1016/j.jallcom.2016.06.133,https://doi.org/10.1016/j.jallcom.2016.06.133,,16275,AgSn4SbTe6,unknown,p,9,2,1,1,0.06480663934529066,1.517562130131713,1.4527554907864224,0.07794100199035775,0.771450437519005,0.6935094355286473,0.021644006022639266,0.7852024680156972,0.7635584619930579,0.036947503096058765,0.788562342562728,0.7516148394666692,0.7878788,0.6818844836156029,0.1497073714278399,0.7080449776183041,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.133__sample_16276,10.1016/j.jallcom.2016.06.133,https://doi.org/10.1016/j.jallcom.2016.06.133,,16276,AgSn4SbTe6(SiC)0.01,unknown,p,9,2,0,1,0.06162125581696898,1.4588892805039957,1.3972680246870266,0.0409644178912964,0.7767391381474767,0.7357747202561804,,,,0.032142654848684005,0.7746854558267023,0.7425428009780184,0.4132231,0.7993498397211831,0.1860864575487817,0.8258963407424591,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.133__sample_16277,10.1016/j.jallcom.2016.06.133,https://doi.org/10.1016/j.jallcom.2016.06.133,,16277,AgSn4SbTe6(SiC)0.02,unknown,p,9,4,0,1,0.06856009227486033,1.4842221875565214,1.415662095281661,0.0725778745419638,0.7738034518528687,0.7012255773109048,,,,0.024990089006879525,0.7786356959830601,0.7536456069761807,0.9063361,0.7994797212200804,0.1815122800990573,0.8199708661481713,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.133__sample_16278,10.1016/j.jallcom.2016.06.133,https://doi.org/10.1016/j.jallcom.2016.06.133,,16278,AgSn4SbTe6(SiC)0.03,unknown,p,9,4,0,1,0.06302941565100727,1.4487128710169026,1.3856834553658954,0.07350315822437868,0.7681412575674508,0.6946380993430721,,,,0.11863772141852487,0.7369022073071327,0.6182644858886078,0.8677686,1.0881377603212048,0.2559243599645774,0.972734728578039,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2649,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2649,Pb0.98Na0.02Te,unknown,p,22,14,7,10,0.34350856101543686,1.2313059728234588,0.8877974118080219,0.2854179557657345,0.7026013976392026,0.4171834418734681,0.2396211040628314,0.6661197365617177,0.4264986324988863,0.2608278786269306,0.7336961616273963,0.4728682830004657,0.5896149,1.2681947891430048,0.3887475169129789,0.7695829106363045,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2651,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2651,Pb0.588Sr0.392Na0.02Te,unknown,p,11,5,1,2,0.18682393796161298,1.216451363132724,1.029627425171111,0.1837752818479093,2.458151666218327,2.274376384370418,1.975705815454437,8.89966284142914,6.923957025974704,0.11770538791691687,1.9352428392180134,1.8175374513010967,0.2576436,0.4965801326419871,1.6520369256182963,0.5354396684712308,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2652,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2652,Pb0.392Sr0.588Na0.02Te,unknown,p,11,9,2,8,0.2904605264500778,1.480789318810125,1.1903287923600474,0.2792404366897174,3.6893250979641863,3.410084661274469,42.139266110381065,183.2799832366999,141.14071712631883,0.2944457864051289,3.6573703638587904,3.3629245774536614,0.04774551,1.1013739084079792,4.704789480178947,1.5347072253084306,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2653,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2653,Pb0.196Sr0.784Na0.02Te,unknown,p,11,9,3,5,0.2580801523757677,1.537414631769293,1.2793344793935253,0.26114204143612674,3.5495406173939266,3.2883985759577996,573.7739242444101,2615.4537437122603,2041.6798194678504,0.3092446938857768,3.86817938985756,3.558934695971783,0.004942857,1.9237701005184649,8.757278765142589,2.3368607830600263,unknown,no,no,ML_much_worse,primary DOI test sample aggregate,ML tau prediction much worse than fitting; sigma ML error propagated to ZT error; ML false high-ZT prediction; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2654,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2654,(Pb0.98Sr0.02)0.98Na0.02Te,unknown,p,11,8,2,2,0.2918620700279188,1.0318990966364798,0.740037026608561,0.20901749542229098,0.6672203437315964,0.45820284830930547,0.241889923116684,0.5832445554852572,0.3413546323685732,0.3157247830528954,0.5980975251997948,0.28237274214689934,0.609192,0.5411466098541268,0.2011249771253541,0.3873403232360335,unknown,no,no,ML_moderately_worse,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.06.172__sample_2666,10.1016/j.jallcom.2016.06.172,https://doi.org/10.1016/j.jallcom.2016.06.172,,2666,Pb0.932Na0.008Sr0.03Mn0.03Se,unknown,p,11,9,5,5,0.35638548334606274,0.8193454562539296,0.4629599729078669,0.35313612747867745,0.5118185697992578,0.15868244232058032,0.41214873415592496,0.4501064854936061,0.037957751337681145,0.4334780659789715,0.43841738484136056,0.004939318862389075,1.020109,1.833340449013874,0.8766580195867281,0.9807908707854884,unknown,no,no,ML_close_to_fitting,primary DOI test sample aggregate,ML missed high ZT; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.07.093__sample_22870,10.1016/j.jallcom.2016.07.093,https://doi.org/10.1016/j.jallcom.2016.07.093,,22870,SnCCo3,unknown,p,25,0,0,0,0.30724266233238595,2.011380609637187,1.704137947304801,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.07.093__sample_22871,10.1016/j.jallcom.2016.07.093,https://doi.org/10.1016/j.jallcom.2016.07.093,,22871,Sn0.9975Ag0.025CCo3,unknown,p,18,0,0,0,0.27940453502930523,2.353891132807725,2.07448659777842,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
10.1016_j.jallcom.2016.07.093__sample_22872,10.1016/j.jallcom.2016.07.093,https://doi.org/10.1016/j.jallcom.2016.07.093,,22872,Sn0.95Ag0.05CCo3,unknown,p,21,0,0,0,0.2783041347194404,2.4244922586657567,2.1461881239463163,,,,,,,,,,,,,,unknown,no,no,not_evaluated,primary DOI test sample aggregate,sigma ML error propagated to ZT error; possible missing structure/additive feature,True
