sample_key,log_tau_eff_step12,tau_eff_step12,material_system,n_or_p,sigma_fit_log_rmse_step12,sigma_fit_mape_step12
10.1002_adfm.200500043__sample_5861,-0.0636634314958477,0.9383207556041028,unknown,p,0.130984279786378,0.1109840449947135
10.1002_adfm.200500043__sample_5862,0.0109314869974063,1.0109914540117415,unknown,p,0.125673487027326,0.102735223799062
10.1002_adfm.200500043__sample_5863,0.189575272785034,1.2087361054982062,unknown,p,0.1413449935890314,0.1153061298021759
10.1002_adfm.200500043__sample_5864,0.7963773401093341,2.2174931366435278,unknown,p,0.1362024446868597,0.112372061910603
10.1002_adfm.200500043__sample_5865,1.8390441189686288,6.290522395223704,unknown,p,0.2690980281900813,0.2412083835600552
10.1002_adfm.200800298__sample_5866,0.2667327109910647,1.3056914027239632,unknown,p,0.4022929298585226,0.1844983443360672
10.1002_adfm.200800298__sample_5867,0.2213116654894417,1.2477122388174535,unknown,p,0.1666812191106123,0.145367467356802
10.1002_adfm.200800298__sample_5868,-0.1177674303327896,0.8889027603958733,unknown,p,0.2283273996451777,0.1842917988061333
10.1002_adfm.200800298__sample_5869,0.0372193195642689,1.0379206321782295,unknown,p,0.2192907760803443,0.1913887147292737
10.1002_adfm.200800298__sample_5870,-0.4210516147761508,0.6563562228553439,unknown,p,0.3117202969667728,0.2582018159419179
10.1002_adfm.200800298__sample_5871,-0.9077026313646522,0.4034500336166533,unknown,p,0.3244848343914051,0.2712945284838957
10.1002_adfm.200800298__sample_5872,,,unknown,p,,
10.1002_adfm.200900250__sample_19005,1.3859399224846003,3.99858249668265,unknown,n,0.2471254011641449,0.1958566733553733
10.1002_adfm.200900250__sample_19007,1.809716381373785,6.108714641261835,unknown,n,0.317267863215221,0.2093155196744771
10.1002_adfm.200901261__sample_1417,-0.5058877114144997,0.6029700743593909,unknown,n,0.1521351104711965,0.1347424642545499
10.1002_adfm.200901905__sample_255,-0.5038499465413041,0.6042000383596087,unknown,n,0.4514260185928259,0.420412432253171
10.1002_adfm.201000878__sample_26722,-0.3237413449065915,0.7234373389345382,unknown,n,0.1276220499976578,0.1020403869344039
10.1002_adfm.201000878__sample_26723,0.001758541855478,1.0017600889969782,unknown,n,0.1228414073215039,0.0978422888410664
10.1002_adfm.201000878__sample_26724,0.0064799024319015,1.006500942420806,unknown,n,0.1303521088637097,0.1045976184143416
10.1002_adfm.201000878__sample_26725,0.0120438094067254,1.0121166281238474,unknown,n,0.1091400115450256,0.0880624587619826
10.1002_adfm.201000970__sample_5873,-4.473018488542777,0.0114128143561441,unknown,p,0.5575918587872264,0.4409846491337315
10.1002_adfm.201000970__sample_5874,-1.7756765484872286,0.1693688245071556,unknown,p,0.2865147748168068,0.2390240687095244
10.1002_adfm.201000970__sample_5875,-0.6420562055118904,0.5262093163819378,unknown,p,0.1811097990416108,0.150252838542216
10.1002_adfm.201001307__sample_16928,0.955615231637159,2.6002698591889217,unknown,p,0.0760813351684904,0.0597031864190217
10.1002_adfm.201001307__sample_16929,0.9370685418869562,2.5524879288228144,unknown,p,0.0749714928651685,0.0536289233679217
10.1002_adfm.201001307__sample_16930,0.9304183206519652,2.5355696369400005,unknown,p,0.0752481596769889,0.0573289606662793
10.1002_adfm.201102792__sample_20683,1.7527143472049451,5.770243883926132,unknown,n,0.1421223305832726,0.1064737638711986
10.1002_adfm.201102792__sample_20684,2.6347905742197373,13.94039267982044,unknown,n,0.1019095268949278,0.0924669595234269
10.1002_adfm.201102792__sample_20685,1.5014655898043767,4.488262203728013,unknown,n,0.1325217721235972,0.1052212750790959
10.1002_adfm.201103049__sample_21067,1.096307266773224,2.9930928978843383,unknown,p,0.1503980481532076,0.1249889467703866
10.1002_adfm.201103049__sample_21068,1.3601876107924702,3.896924338281204,unknown,p,0.1650316627760069,0.1310376291253352
10.1002_adfm.201103049__sample_21069,1.3797363401105267,3.9738537435195327,unknown,p,0.1776542166551779,0.1544316239533334
10.1002_adfm.201103049__sample_21070,1.132600641979744,3.1037176719413506,unknown,p,0.1692268265855538,0.1444676385943059
10.1002_adfm.201103049__sample_21071,1.2888346776833992,3.628555654168749,unknown,p,0.2085159926955705,0.1763055105864005
10.1002_adfm.201201221__sample_209,-0.157368660401733,0.8543890213504861,unknown,p,0.8041194607403646,0.7873738508476854
10.1002_adfm.201201221__sample_313,-0.2020973215357712,0.8170154108784026,unknown,p,0.5520141656042863,0.5121039219396621
10.1002_adfm.201201221__sample_328,-0.5010682960563073,0.6058830513811369,unknown,p,0.7854805521518771,0.7550528147363853
10.1002_adfm.201201221__sample_360,-0.0717566436314009,0.9307573739872153,unknown,p,0.601811778030509,0.5656048472488311
10.1002_adfm.201202571__sample_4922,-0.6795253218879121,0.5068575294474048,unknown,n,0.1061010010674938,0.087800407894953
10.1002_adfm.201202571__sample_4923,-0.7647576342043135,0.4654467256709899,unknown,n,0.190520735247842,0.1671534983850776
10.1002_adfm.201202571__sample_4924,-1.6397948687399988,0.1940198377428881,unknown,n,0.1677573413270741,0.1452100515591642
10.1002_adfm.201202571__sample_4925,-1.0443748933469208,0.3519117330017672,unknown,n,0.090839170810337,0.0718296705089985
10.1002_adfm.201202571__sample_4926,-0.4324889029909057,0.648892053855523,unknown,n,0.0827401631737633,0.064279882680304
10.1002_adfm.201202571__sample_4927,-0.7873246483652656,0.45506061534524,unknown,n,0.0916570850926863,0.0744706304224341
10.1002_adfm.201300146__sample_1422,0.389821266620829,1.47671683170451,unknown,p,0.107072932826815,0.0983747521012497
10.1002_adfm.201300146__sample_1424,0.4678770743255511,1.596601127353255,unknown,p,0.1158655710295227,0.1045944359367833
10.1002_adfm.201300663__sample_81424,1.2118603305486124,3.359729049012313,unknown,n,0.0927344699155354,0.0765523083142967
