metric,direct_fitting_value,ml_value
sigma_log_RMSE,0.2930925778709126,1.7139015148998702
ZT_vs_obs_MAPE,0.567520866585321,6.629457189359549
ZT_ge_1_F1,0.695214105793451,0.5
ZT_Spearman,0.81124226970897,0.5691005918349079
