sample_key,property_step10,temperature_K_rounded,value_raw_median,value_raw_mean,value_raw_std,value_raw_min,value_raw_max,source_point_count_step10,source_curve_count_step10,curve_ids_step10,units_y_step10
10.1039_c5tc03692e__sample_45930,Seebeck coefficient,663.934,-0.00015398229999999998,-0.00015398229999999998,5.3636877780124305e-06,-0.000157775,-0.0001501896,2,1,10.1039_c5tc03692e__sample_45930__figure_35829__prop_Seebeck_coefficient__sid_11532__row_135690,V*K^(-1)
10.1039_c5tc03692e__sample_45931,ZT,568.176,0.58295155,0.58295155,0.052543195721663195,0.5457979,0.6201052,2,1,10.1039_c5tc03692e__sample_45931__figure_35832__prop_ZT__sid_11532__row_135706,-
10.1039_c5tc03692e__sample_45932,Electrical conductivity,665.824,31309.045,31309.045,305.3640634554108,31093.12,31524.97,2,1,10.1039_c5tc03692e__sample_45932__figure_35830__prop_Electrical_conductivity__sid_11532__row_135697,ohm^(-1)*m^(-1)
10.1039_c5tc03692e__sample_45932,ZT,568.176,0.51179285,0.51179285,0.04452814035691361,0.4803067,0.543279,2,1,10.1039_c5tc03692e__sample_45932__figure_35832__prop_ZT__sid_11532__row_135707,-
10.1039_c5tc03692e__sample_45933,Electrical conductivity,478.7,44696.36,44696.36,610.728126910819,44264.51,45128.21,2,1,10.1039_c5tc03692e__sample_45933__figure_35830__prop_Electrical_conductivity__sid_11532__row_135698,ohm^(-1)*m^(-1)
10.1039_c5tc03692e__sample_45933,Electrical conductivity,580.385,40809.72,40809.72,610.728126910819,40377.87,41241.57,2,1,10.1039_c5tc03692e__sample_45933__figure_35830__prop_Electrical_conductivity__sid_11532__row_135698,ohm^(-1)*m^(-1)
10.1039_c5tc03692e__sample_45933,ZT,580.691,0.44375125,0.44375125,0.010686716916106646,0.4361946,0.4513079,2,1,10.1039_c5tc03692e__sample_45933__figure_35832__prop_ZT__sid_11532__row_135708,-
10.1039_c6cp06859f__sample_82485,Electrical resistivity,409.2,2.2215000000000003e-05,2.2215000000000003e-05,1.1242997820866117e-06,2.142e-05,2.301e-05,2,1,10.1039_c6cp06859f__sample_82485__figure_54827__prop_Electrical_resistivity__sid_49151__row_192740,ohm*m
10.1039_c6cp06859f__sample_82486,Seebeck coefficient,811.2,-0.0001738915,-0.0001738915,4.2779960261785055e-07,-0.000174194,-0.000173589,2,1,10.1039_c6cp06859f__sample_82486__figure_54822__prop_Seebeck_coefficient__sid_49151__row_192721,V*K^(-1)
10.1039_c6cp06859f__sample_82486,ZT,853.3,0.32735,0.32735,0.026375082938258222,0.3087,0.346,2,1,10.1039_c6cp06859f__sample_82486__figure_54834__prop_ZT__sid_49151__row_192779,-
10.1039_c6cp06859f__sample_82488,Electrical resistivity,395.5,7.4799999999999995e-06,7.4799999999999995e-06,1.3166328265693507e-06,6.549e-06,8.411e-06,2,1,10.1039_c6cp06859f__sample_82488__figure_54827__prop_Electrical_resistivity__sid_49151__row_192744,ohm*m
10.1039_c6cp06859f__sample_82489,Electrical conductivity,540.4,170150.0,170150.0,4030.5086527633207,167300.0,173000.0,2,1,10.1039_c6cp06859f__sample_82489__figure_54825__prop_Electrical_conductivity__sid_49151__row_192734,ohm^(-1)*m^(-1)
10.1039_c6cp06859f__sample_82489,Seebeck coefficient,867.9,-0.0001414525,-0.0001414525,1.9254517651709646e-06,-0.000142814,-0.000140091,2,1,10.1039_c6cp06859f__sample_82489__figure_54822__prop_Seebeck_coefficient__sid_49151__row_192727,V*K^(-1)
10.1039_c6cp06859f__sample_82490,Electrical resistivity,396.4,2.3115e-06,2.3115e-06,3.627457787486989e-07,2.055e-06,2.568e-06,2,1,10.1039_c6cp06859f__sample_82490__figure_54827__prop_Electrical_resistivity__sid_49151__row_192747,ohm*m
10.1039_c8ta08920e__sample_45852,ZT,700.0,0.522529,0.522529,0.0012648726101865601,0.5216346,0.5234234,2,2,10.1039_c8ta08920e__sample_45852__figure_35729__prop_ZT__sid_38715__row_135252;10.1039_c8ta08920e__sample_45852__figure_35736__prop_ZT__sid_38715__row_135297,-
10.1039_d0ra10454j__sample_86131,Electrical conductivity,525.871,1719.926,1719.926,0.0,1719.926,1719.926,2,1,10.1039_d0ra10454j__sample_86131__figure_57087__prop_Electrical_conductivity__sid_36444__row_200786,ohm^(-1)*m^(-1)
10.1039_d0ra10454j__sample_86134,Seebeck coefficient,473.714,-0.0004049376,-0.0004049376,0.0,-0.0004049376,-0.0004049376,2,1,10.1039_d0ra10454j__sample_86134__figure_57083__prop_Seebeck_coefficient__sid_36444__row_200770,V*K^(-1)
10.1039_d0tc01085e__sample_39274,Electrical conductivity,423.056,132596.25,132596.25,4026.053880041854,129749.4,135443.1,2,1,10.1039_d0tc01085e__sample_39274__figure_30484__prop_Electrical_conductivity__sid_29520__row_112693,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39274,Electrical conductivity,472.942,116938.65,116938.65,3561.4847248022766,114420.3,119457.0,2,1,10.1039_d0tc01085e__sample_39274__figure_30484__prop_Electrical_conductivity__sid_29520__row_112693,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39274,Electrical conductivity,572.184,90769.625,90769.625,2167.869182965144,89236.71,92302.54,2,1,10.1039_d0tc01085e__sample_39274__figure_30484__prop_Electrical_conductivity__sid_29520__row_112693,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39274,Electrical conductivity,722.373,63677.715,63677.715,2079.3818403674622,62207.37,65148.06,2,1,10.1039_d0tc01085e__sample_39274__figure_30484__prop_Electrical_conductivity__sid_29520__row_112693,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39274,Electrical conductivity,772.79,57155.015,57155.015,1393.6296839727543,56169.57,58140.46,2,1,10.1039_d0tc01085e__sample_39274__figure_30484__prop_Electrical_conductivity__sid_29520__row_112693,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39274,Thermal conductivity,573.028,1.4203744999999999,1.4203744999999999,0.013690294390552799,1.410694,1.430055,2,1,10.1039_d0tc01085e__sample_39274__figure_30487__prop_Thermal_conductivity__sid_29520__row_112702,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39274,Thermal conductivity,673.037,1.339475,1.339475,0.01466822306893381,1.329103,1.349847,2,1,10.1039_d0tc01085e__sample_39274__figure_30487__prop_Thermal_conductivity__sid_29520__row_112702,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39274,Thermal conductivity,773.046,1.2634154999999998,1.2634154999999998,0.016623373318914468,1.251661,1.27517,2,1,10.1039_d0tc01085e__sample_39274__figure_30487__prop_Thermal_conductivity__sid_29520__row_112702,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39275,Electrical conductivity,321.692,155895.0,155895.0,6757.96092915608,151116.4,160673.6,2,1,10.1039_d0tc01085e__sample_39275__figure_30484__prop_Electrical_conductivity__sid_29520__row_112694,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39275,Thermal conductivity,420.96,1.3539955,1.3539955,0.04106946895809567,1.324955,1.383036,2,1,10.1039_d0tc01085e__sample_39275__figure_30487__prop_Thermal_conductivity__sid_29520__row_112703,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39276,Electrical conductivity,321.201,141919.8,141919.8,5498.745173219074,138031.6,145808.0,2,1,10.1039_d0tc01085e__sample_39276__figure_30484__prop_Electrical_conductivity__sid_29520__row_112695,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39276,Electrical conductivity,370.082,88456.86499999999,88456.86499999999,4124.080093117743,85540.7,91373.03,2,1,10.1039_d0tc01085e__sample_39276__figure_30484__prop_Electrical_conductivity__sid_29520__row_112695,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39276,Electrical conductivity,418.964,95504.26999999999,95504.26999999999,31274.243987437978,73390.04,117618.5,2,1,10.1039_d0tc01085e__sample_39276__figure_30484__prop_Electrical_conductivity__sid_29520__row_112695,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39276,Electrical conductivity,771.142,41798.3,41798.3,4124.073022049923,38882.14,44714.46,2,1,10.1039_d0tc01085e__sample_39276__figure_30484__prop_Electrical_conductivity__sid_29520__row_112695,ohm^(-1)*m^(-1)
10.1039_d0tc01085e__sample_39276,Thermal conductivity,471.351,1.2964289999999998,1.2964289999999998,0.003703825319855111,1.29381,1.299048,2,1,10.1039_d0tc01085e__sample_39276__figure_30487__prop_Thermal_conductivity__sid_29520__row_112704,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39276,Thermal conductivity,520.649,1.257143,1.257143,0.0,1.257143,1.257143,2,1,10.1039_d0tc01085e__sample_39276__figure_30487__prop_Thermal_conductivity__sid_29520__row_112704,W*m^(-1)*K^(-1)
10.1039_d0tc01085e__sample_39279,Electrical conductivity,369.325,114710.4,114710.4,3812.578342801624,112014.5,117406.3,2,1,10.1039_d0tc01085e__sample_39279__figure_30489__prop_Electrical_conductivity__sid_29520__row_112711,ohm^(-1)*m^(-1)
10.1051_epjconf_20111501003__sample_33503,Electrical conductivity,1409.145,12471.445,12471.445,186.34385004609004,12339.68,12603.21,2,1,10.1051_epjconf_20111501003__sample_33503__figure_26715__prop_Electrical_conductivity__sid_8103__row_96128,ohm^(-1)*m^(-1)
10.1051_epjconf_20111501003__sample_33506,Seebeck coefficient,1462.402,0.0001518224,0.0001518224,1.3109759723198683e-06,0.0001508954,0.0001527494,2,1,10.1051_epjconf_20111501003__sample_33506__figure_26721__prop_Seebeck_coefficient__sid_8103__row_96166,V*K^(-1)
10.1063_1.1529077__sample_3778,ZT,326.016,0.004589286,0.004589286,0.0003282997790099774,0.004357143,0.004821429,2,1,10.1063_1.1529077__sample_3778__figure_2602__prop_ZT__sid_1885__row_29222,-
10.1063_1.1529077__sample_3781,Seebeck coefficient,362.646,1.1286865e-05,1.1286865e-05,5.687189130405285e-07,1.088472e-05,1.168901e-05,2,1,10.1063_1.1529077__sample_3781__figure_2599__prop_Seebeck_coefficient__sid_1885__row_20275,V*K^(-1)
10.1063_1.1611636__sample_33021,Electrical conductivity,568.0,12046.75,12046.75,183.66391534539497,11916.88,12176.62,2,1,10.1063_1.1611636__sample_33021__figure_26349__prop_Electrical_conductivity__sid_1891__row_94871,ohm^(-1)*m^(-1)
10.1063_1.2234277__sample_18428,Electrical conductivity,99.431,46192.37,46192.37,0.0,46192.37,46192.37,2,1,10.1063_1.2234277__sample_18428__figure_15525__prop_Electrical_conductivity__sid_6709__row_57221,ohm^(-1)*m^(-1)
10.1063_1.2746408__sample_5882,Seebeck coefficient,323.855,0.0001310285,0.0001310285,2.987526150513169e-06,0.000128916,0.000133141,2,1,10.1063_1.2746408__sample_5882__figure_4616__prop_Seebeck_coefficient__sid_292__row_170988,V*K^(-1)
10.1063_1.3428435__sample_3975,Seebeck coefficient,2.374,-1.0263445e-06,-1.0263445e-06,3.548205966558382e-06,-3.535305e-06,1.482616e-06,2,1,10.1063_1.3428435__sample_3975__figure_2726__prop_Seebeck_coefficient__sid_2012__row_10447,V*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,2.01,0.085369365,0.085369365,0.07585818214045503,0.03172953,0.1390092,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,4.02,0.33832,0.32810286666666666,0.0923787338956501,0.2310403,0.4149483,3,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,7.035,0.74456575,0.74456575,0.07585820335365849,0.6909259,0.7982056,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,8.04,0.96682625,0.96682625,0.06502094340383717,0.9208495,1.012803,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,10.05,1.28108,1.28108,0.07585841548569269,1.22744,1.33472,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,12.06,1.511042,1.511042,0.07585841548569269,1.457402,1.564682,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,15.075,1.9096250000000001,1.9096250000000001,0.07585841548569293,1.855985,1.963265,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,17.085,2.1242609999999997,2.1242609999999997,0.05418417842876255,2.085947,2.162575,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,20.1,2.53817,2.53817,0.11920547538599041,2.453879,2.622461,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,23.116,2.82181,2.82181,0.13004259391445588,2.729856,2.913764,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3428435__sample_3975,Thermal conductivity,30.151,3.2971755,3.2971755,0.04334776700707884,3.266524,3.327827,2,1,10.1063_1.3428435__sample_3975__figure_2728__prop_Thermal_conductivity__sid_2012__row_10449,W*m^(-1)*K^(-1)
10.1063_1.3475650__sample_22388,Electrical conductivity,467.537,14134.99,14134.99,2783.0591536652614,12167.07,16102.91,2,1,10.1063_1.3475650__sample_22388__figure_18501__prop_Electrical_conductivity__sid_10227__row_67621,ohm^(-1)*m^(-1)
10.1063_1.3475650__sample_22388,Seebeck coefficient,302.451,-5.4060265e-05,-5.4060265e-05,1.9392332763362962e-06,-5.543151e-05,-5.268902e-05,2,1,10.1063_1.3475650__sample_22388__figure_18500__prop_Seebeck_coefficient__sid_10227__row_67618,V*K^(-1)
10.1063_1.3475650__sample_22388,Seebeck coefficient,566.067,-8.3673415e-05,-8.3673415e-05,5.672544948966909e-06,-8.768451e-05,-7.966232e-05,2,1,10.1063_1.3475650__sample_22388__figure_18500__prop_Seebeck_coefficient__sid_10227__row_67618,V*K^(-1)
10.1063_1.3475650__sample_22389,Electrical conductivity,372.073,21503.254999999997,21503.254999999997,2718.337669983256,19581.1,23425.41,2,1,10.1063_1.3475650__sample_22389__figure_18501__prop_Electrical_conductivity__sid_10227__row_67622,ohm^(-1)*m^(-1)
10.1063_1.3475650__sample_22390,Seebeck coefficient,566.067,-8.3016985e-05,-8.3016985e-05,2.895750761382958e-06,-8.506459e-05,-8.096938e-05,2,1,10.1063_1.3475650__sample_22390__figure_18500__prop_Seebeck_coefficient__sid_10227__row_67620,V*K^(-1)
10.1063_1.3651484__sample_16625,Thermal conductivity,4.972,7.3624155,7.3624155,0.43380788893760375,7.055667,7.669164,2,1,10.1063_1.3651484__sample_16625__figure_14147__prop_Thermal_conductivity__sid_6814__row_52653,W*m^(-1)*K^(-1)
10.1063_1.4704183__sample_24409,Seebeck coefficient,739.872,-0.0003030017,-0.0003030017,0.0,-0.0003030017,-0.0003030017,2,1,10.1063_1.4704183__sample_24409__figure_19795__prop_Seebeck_coefficient__sid_6825__row_71872,V*K^(-1)
10.1063_1.4704183__sample_24409,Seebeck coefficient,806.943,-0.0003082151,-0.0003082151,0.0,-0.0003082151,-0.0003082151,2,1,10.1063_1.4704183__sample_24409__figure_19795__prop_Seebeck_coefficient__sid_6825__row_71872,V*K^(-1)
10.1063_1.4769787__sample_28451,Electrical conductivity,29.259,39616.53,39616.53,0.0,39616.53,39616.53,2,1,10.1063_1.4769787__sample_28451__figure_22857__prop_Electrical_conductivity__sid_2083__row_82655,ohm^(-1)*m^(-1)
10.1063_1.4794816__sample_16872,Electrical conductivity,520.081,34017.5,34017.5,1760.978727866974,32772.3,35262.7,2,1,10.1063_1.4794816__sample_16872__figure_14382__prop_Electrical_conductivity__sid_2093__row_53463,ohm^(-1)*m^(-1)
10.1063_1.4827595__sample_21496,Electrical conductivity,373.652,56726.025,56726.025,949.2696405395053,56054.79,57397.26,2,1,10.1063_1.4827595__sample_21496__figure_18287__prop_Electrical_conductivity__sid_6480__row_66848,ohm^(-1)*m^(-1)
10.1063_1.4827595__sample_21496,Electrical conductivity,380.205,49054.795,49054.795,949.2696405395053,48383.56,49726.03,2,1,10.1063_1.4827595__sample_21496__figure_18287__prop_Electrical_conductivity__sid_6480__row_66848,ohm^(-1)*m^(-1)
10.1063_1.4827595__sample_21496,Electrical conductivity,385.12,42726.03,42726.03,406.8268154878658,42438.36,43013.7,2,1,10.1063_1.4827595__sample_21496__figure_18287__prop_Electrical_conductivity__sid_6480__row_66848,ohm^(-1)*m^(-1)
10.1063_1.4827595__sample_21496,Electrical conductivity,405.597,39753.425,39753.425,1356.0964560273737,38794.52,40712.33,2,1,10.1063_1.4827595__sample_21496__figure_18287__prop_Electrical_conductivity__sid_6480__row_66848,ohm^(-1)*m^(-1)
10.1063_1.4827595__sample_21496,Seebeck coefficient,407.251,0.0001431193,0.00014327216666666667,4.3598104320409785e-06,0.0001389908,0.0001477064,3,1,10.1063_1.4827595__sample_21496__figure_17870__prop_Thermopower__sid_6480__row_65445,kg*m**2/A/s**3
10.1063_1.4827595__sample_21496,Seebeck coefficient,408.263,0.000125,0.000125,2.9192196354505518e-06,0.0001229358,0.0001270642,2,1,10.1063_1.4827595__sample_21496__figure_17870__prop_Thermopower__sid_6480__row_65445,kg*m**2/A/s**3
10.1063_1.4827595__sample_21496,Seebeck coefficient,409.072,0.0001119266,0.0001119266,1.2973995221210857e-06,0.0001110092,0.000112844,2,1,10.1063_1.4827595__sample_21496__figure_17870__prop_Thermopower__sid_6480__row_65445,kg*m**2/A/s**3
10.1063_1.4862640__sample_40632,Electrical conductivity,13.662,0.23381169999999998,0.23381169999999998,0.15531119616151307,0.1239901,0.3436333,2,1,10.1063_1.4862640__sample_40632__figure_31605__prop_Electrical_conductivity__sid_2134__row_125081,ohm^(-1)*m^(-1)
10.1063_1.4862640__sample_40633,Electrical conductivity,21.483,0.27874445000000003,0.27874445000000003,0.11824967914986068,0.1951293,0.3623596,2,1,10.1063_1.4862640__sample_40633__figure_31605__prop_Electrical_conductivity__sid_2134__row_117465,ohm^(-1)*m^(-1)
10.1063_1.4862955__sample_23109,Seebeck coefficient,305.3,-0.00025166005,-0.00025166005,3.708216452966303e-05,-0.0002778811,-0.000225439,2,1,10.1063_1.4862955__sample_23109__figure_18946__prop_Seebeck_coefficient__sid_10330__row_69109,V*K^(-1)
10.1063_1.4862955__sample_23110,Seebeck coefficient,303.887,-0.0002413809,-0.0002413809,2.1085924214982844e-05,-0.0002562909,-0.0002264709,2,1,10.1063_1.4862955__sample_23110__figure_18946__prop_Seebeck_coefficient__sid_10330__row_69110,V*K^(-1)
10.1063_1.4896520__sample_11490,Electrical conductivity,928.836,24358.12,24358.12,0.0,24358.12,24358.12,2,1,10.1063_1.4896520__sample_11490__figure_9496__prop_Electrical_conductivity__sid_6909__row_36947,ohm^(-1)*m^(-1)
10.1063_1.4896520__sample_11490,Electrical conductivity,947.66,23436.92,23436.92,0.0,23436.92,23436.92,2,1,10.1063_1.4896520__sample_11490__figure_9496__prop_Electrical_conductivity__sid_6909__row_36947,ohm^(-1)*m^(-1)
10.1063_1.5109091__sample_83252,Electrical conductivity,471.2,88415.0,88415.0,770.7463914933368,87870.0,88960.0,2,1,10.1063_1.5109091__sample_83252__figure_55444__prop_Electrical_conductivity__sid_24480__row_194909,ohm^(-1)*m^(-1)
10.1080_14686996.2021.1920821__sample_86133,Seebeck coefficient,574.017,9.94079e-05,9.94079e-05,2.1708178182427652e-07,9.92544e-05,9.95614e-05,2,1,10.1080_14686996.2021.1920821__sample_86133__figure_57085__prop_Seebeck_coefficient__sid_50286__row_201020,V*K^(-1)
10.1080_14686996.2021.1920821__sample_86136,Electrical conductivity,673.693,49539.6,49539.6,0.0,49539.6,49539.6,2,1,10.1080_14686996.2021.1920821__sample_86136__figure_57082__prop_Electrical_conductivity__sid_50286__row_201018,ohm^(-1)*m^(-1)
10.1088_0022-3727_45_44_445306__sample_1081,Seebeck coefficient,303.822,0.0002113537,0.0002113537,7.410761909547509e-06,0.0002061135,0.0002165939,2,1,10.1088_0022-3727_45_44_445306__sample_1081__figure_587__prop_Seebeck_coefficient__sid_3297__row_2310,V*K^(-1)
10.1088_0953-8984_25_7_075804__sample_9466,Thermal conductivity,11.465,0.1708519,0.1708519,0.005704371825188114,0.1668183,0.1748855,2,1,10.1088_0953-8984_25_7_075804__sample_9466__figure_7776__prop_Thermal_conductivity__sid_3221__row_30582,W*m^(-1)*K^(-1)
10.1088_1367-2630_18_1_013024__sample_30035,Seebeck coefficient,407.5,0.00017683949999999999,0.00017683949999999999,3.061065255756549e-06,0.000174675,0.000179004,2,1,10.1088_1367-2630_18_1_013024__sample_30035__figure_24147__prop_Seebeck_coefficient__sid_14661__row_97535,V*K^(-1)
10.1088_1367-2630_18_1_013024__sample_30036,Seebeck coefficient,401.25,0.0001655845,0.0001655845,1.8363563107414656e-06,0.000164286,0.000166883,2,1,10.1088_1367-2630_18_1_013024__sample_30036__figure_24147__prop_Seebeck_coefficient__sid_14661__row_97537,V*K^(-1)
10.1088_1367-2630_18_1_013024__sample_30037,Electrical conductivity,410.86,55657.895000000004,55657.895000000004,1674.7329137656575,54473.68,56842.11,2,1,10.1088_1367-2630_18_1_013024__sample_30037__figure_24194__prop_Electrical_conductivity__sid_14661__row_87189,ohm^(-1)*m^(-1)
10.1088_1367-2630_18_1_013024__sample_30037,Seebeck coefficient,406.25,0.00010844150000000001,0.00010844150000000001,4.285774200771666e-06,0.000105411,0.000111472,2,1,10.1088_1367-2630_18_1_013024__sample_30037__figure_24147__prop_Seebeck_coefficient__sid_14661__row_97536,V*K^(-1)
10.1088_1367-2630_18_1_013024__sample_30037,Seebeck coefficient,411.875,0.000107143,0.000107143,1.2247089450151024e-06,0.000106277,0.000108009,2,1,10.1088_1367-2630_18_1_013024__sample_30037__figure_24147__prop_Seebeck_coefficient__sid_14661__row_97536,V*K^(-1)
10.1088_1367-2630_18_1_013024__sample_30038,Electrical conductivity,398.824,84473.685,84473.685,4465.93793755019,81315.79,87631.58,2,1,10.1088_1367-2630_18_1_013024__sample_30038__figure_24194__prop_Electrical_conductivity__sid_14661__row_87190,ohm^(-1)*m^(-1)
10.1088_1367-2630_18_1_013024__sample_30038,Electrical conductivity,400.09,101842.07999999999,101842.07999999999,6698.875086520128,97105.26,106578.9,2,1,10.1088_1367-2630_18_1_013024__sample_30038__figure_24194__prop_Electrical_conductivity__sid_14661__row_87190,ohm^(-1)*m^(-1)
10.1109_ict.2003.1287480__sample_16316,Electrical conductivity,754.4,7822.3485,7822.3485,8388.028028874516,1891.117,13753.58,2,2,10.1109_ict.2003.1287480__sample_16316__figure_13816__prop_Electrical_conductivity__sid_8846__row_51716;10.1109_ict.2003.1287480__sample_16316__figure_13817__prop_Electrical_conductivity__sid_8846__row_51719,ohm^(-1)*m^(-1)
10.1111_j.1551-2916.2006.01370.x__sample_20074,Seebeck coefficient,524.505,0.00014609589999999998,0.00014609589999999998,3.713159129366785e-06,0.0001434703,0.0001487215,2,1,10.1111_j.1551-2916.2006.01370.x__sample_20074__figure_16804__prop_Seebeck_coefficient__sid_3450__row_61359,V*K^(-1)
10.1111_j.1551-2916.2006.01370.x__sample_20074,Seebeck coefficient,624.609,0.0001538965,0.0001538965,3.1211693321574223e-06,0.0001516895,0.0001561035,2,1,10.1111_j.1551-2916.2006.01370.x__sample_20074__figure_16804__prop_Seebeck_coefficient__sid_3450__row_61359,V*K^(-1)
10.1126_science.1156446__sample_9107,Seebeck coefficient,300.223,0.00018720085000000002,0.00018720085000000002,1.2418916397979588e-06,0.0001863227,0.000188079,2,1,10.1126_science.1156446__sample_9107__figure_7487__prop_Seebeck_coefficient__sid_16960__row_29383,V*K^(-1)
10.1126_science.1156446__sample_9107,Seebeck coefficient,399.248,0.00021579584999999998,0.00021579584999999998,8.53831438282774e-07,0.0002151921,0.0002163996,2,1,10.1126_science.1156446__sample_9107__figure_7487__prop_Seebeck_coefficient__sid_16960__row_29383,V*K^(-1)
10.1126_science.1156446__sample_9107,Seebeck coefficient,424.126,0.0002182656,0.00021808266666666664,1.1634368110616468e-06,0.0002168386,0.0002191438,3,1,10.1126_science.1156446__sample_9107__figure_7487__prop_Seebeck_coefficient__sid_16960__row_29383,V*K^(-1)
10.1126_science.1156446__sample_9108,Seebeck coefficient,367.784,0.00023012074999999998,0.00023012074999999998,1.5523115167388342e-06,0.0002290231,0.0002312184,2,1,10.1126_science.1156446__sample_9108__figure_7487__prop_Seebeck_coefficient__sid_16960__row_29384,V*K^(-1)
10.1126_science.1156446__sample_9108,Seebeck coefficient,391.93,0.00022929745,0.00022929745,8.538314382827548e-07,0.0002286937,0.0002299012,2,1,10.1126_science.1156446__sample_9108__figure_7487__prop_Seebeck_coefficient__sid_16960__row_29384,V*K^(-1)
10.1134_s0020168506020014__sample_6824,ZT,339.466,0.002752747,0.002752747,6.216317134767184e-05,0.002708791,0.002796703,2,1,10.1134_s0020168506020014__sample_6824__figure_5447__prop_Figure_of_merit_Z__sid_8593__row_30828,K^(-1)
10.1134_s0020168506020014__sample_6825,ZT,296.107,0.002992674,0.002992674,4.4032953478048795e-05,0.002961538,0.00302381,2,1,10.1134_s0020168506020014__sample_6825__figure_5447__prop_Figure_of_merit_Z__sid_8593__row_30829,K^(-1)
10.1134_s0020168506020014__sample_6825,ZT,400.229,0.0030366300000000002,0.0030366300000000002,6.475401059393935e-05,0.002990842,0.003082418,2,1,10.1134_s0020168506020014__sample_6825__figure_5447__prop_Figure_of_merit_Z__sid_8593__row_30829,K^(-1)
10.1134_s0020168513010123__sample_14652,Seebeck coefficient,288.474,4.2792025e-06,4.2792025e-06,1.5735035069709834e-07,4.167939e-06,4.390466e-06,2,1,10.1134_s0020168513010123__sample_14652__figure_12453__prop_Seebeck_coefficient__sid_8617__row_47492,V*K^(-1)
10.1134_s1063782614120161__sample_17155,Electrical conductivity,390.308,71666.66500000001,71666.66500000001,23255.957144698426,55222.22,88111.11,2,1,10.1134_s1063782614120161__sample_17155__figure_14668__prop_Electrical_conductivity__sid_5236__row_54437,ohm^(-1)*m^(-1)
10.1134_s1063782614120161__sample_17155,Electrical conductivity,511.454,64111.11,64111.11,25141.57758488516,46333.33,81888.89,2,1,10.1134_s1063782614120161__sample_17155__figure_14668__prop_Electrical_conductivity__sid_5236__row_54437,ohm^(-1)*m^(-1)
10.1134_s1063782614120161__sample_17155,Electrical conductivity,542.291,65222.225,65222.225,26084.38426944462,46777.78,83666.67,2,1,10.1134_s1063782614120161__sample_17155__figure_14668__prop_Electrical_conductivity__sid_5236__row_54437,ohm^(-1)*m^(-1)
10.1134_s1063782614120161__sample_17155,Electrical conductivity,553.304,65444.445,65444.445,26398.65080727517,46777.78,84111.11,2,1,10.1134_s1063782614120161__sample_17155__figure_14668__prop_Electrical_conductivity__sid_5236__row_54437,ohm^(-1)*m^(-1)
