sample_key,property_step10,temperature_K_rounded,value_raw_median,value_raw_mean,value_raw_std,value_raw_min,value_raw_max,source_point_count_step10,source_curve_count_step10,curve_ids_step10,units_y_step10
10.1016_j.ssc.2012.10.003__sample_4798,Thermal conductivity,289.277,8.361775,8.361775,0.0,8.361775,8.361775,2,1,10.1016_j.ssc.2012.10.003__sample_4798__figure_3534__prop_Thermal_conductivity__sid_5316__row_14467,W*m^(-1)*K^(-1)
10.1016_j.synthmet.2019.116217__sample_26422,Seebeck coefficient,152.582,2.0768909999999998e-05,2.0768909999999998e-05,9.07925107043673e-09,2.076249e-05,2.077533e-05,2,2,10.1016_j.synthmet.2019.116217__sample_26422__figure_21242__prop_Seebeck_coefficient__sid_21589__row_76550;10.1016_j.synthmet.2019.116217__sample_26422__figure_21370__prop_Seebeck_coefficient__sid_21589__row_77024,V*K^(-1)
10.1016_j.synthmet.2019.116217__sample_26422,Seebeck coefficient,282.702,2.7687175e-05,2.7687175e-05,3.338251113981871e-08,2.766357e-05,2.771078e-05,2,2,10.1016_j.synthmet.2019.116217__sample_26422__figure_21242__prop_Seebeck_coefficient__sid_21589__row_76550;10.1016_j.synthmet.2019.116217__sample_26422__figure_21370__prop_Seebeck_coefficient__sid_21589__row_77024,V*K^(-1)
10.1016_j.synthmet.2020.116606__sample_38776,Electrical conductivity,570.579,130160.45000000001,130160.45000000001,1762.3222307512394,128914.3,131406.6,2,1,10.1016_j.synthmet.2020.116606__sample_38776__figure_30082__prop_Electrical_conductivity__sid_28938__row_110751,ohm^(-1)*m^(-1)
10.1016_j.synthmet.2020.116606__sample_38776,Electrical conductivity,595.92,128226.7,128226.7,2917.098315106979,126164.0,130289.4,2,1,10.1016_j.synthmet.2020.116606__sample_38776__figure_30082__prop_Electrical_conductivity__sid_28938__row_110751,ohm^(-1)*m^(-1)
10.1016_j.synthmet.2020.116606__sample_38776,ZT,447.046,0.31540045,0.31540045,0.012879596465922386,0.3062932,0.3245077,2,1,10.1016_j.synthmet.2020.116606__sample_38776__figure_30086__prop_ZT__sid_28938__row_110769,-
10.1016_j.synthmet.2020.116606__sample_38776,ZT,595.638,0.5831745500000001,0.5831745500000001,0.021465994109870604,0.5679958,0.5983533,2,1,10.1016_j.synthmet.2020.116606__sample_38776__figure_30086__prop_ZT__sid_28938__row_110769,-
10.1016_j.synthmet.2020.116606__sample_38777,Electrical conductivity,594.906,77820.48000000001,77820.48000000001,2734.721334103351,75886.74,79754.22,2,1,10.1016_j.synthmet.2020.116606__sample_38777__figure_30082__prop_Electrical_conductivity__sid_28938__row_110752,ohm^(-1)*m^(-1)
10.1016_j.synthmet.2020.116606__sample_38777,ZT,546.544,0.40006315000000003,0.40006315000000003,0.013237392497202764,0.3907029,0.4094234,2,1,10.1016_j.synthmet.2020.116606__sample_38777__figure_30086__prop_ZT__sid_28938__row_110770,-
10.1016_j.synthmet.2020.116606__sample_38777,ZT,595.638,0.49513785,0.49513785,0.01502623123224845,0.4845127,0.505763,2,1,10.1016_j.synthmet.2020.116606__sample_38777__figure_30086__prop_ZT__sid_28938__row_110770,-
10.1016_j.synthmet.2020.116606__sample_38779,ZT,446.764,0.5614096,0.5614096,0.014647858393635561,0.551052,0.5717672,2,1,10.1016_j.synthmet.2020.116606__sample_38779__figure_30086__prop_ZT__sid_28938__row_110772,-
10.1016_j.synthmet.2020.116606__sample_38780,Electrical conductivity,568.214,69537.62,69537.62,2871.4616434491986,67507.19,71568.05,2,1,10.1016_j.synthmet.2020.116606__sample_38780__figure_30082__prop_Electrical_conductivity__sid_28938__row_110755,ohm^(-1)*m^(-1)
10.1016_j.synthmet.2020.116606__sample_38780,ZT,543.925,0.81063715,0.81063715,0.040785424164093226,0.7817975,0.8394768,2,1,10.1016_j.synthmet.2020.116606__sample_38780__figure_30086__prop_ZT__sid_28938__row_110773,-
10.1016_j.synthmet.2020.116606__sample_38780,ZT,568.472,0.9014339,0.9014339,0.06869118115158601,0.8528619,0.9500059,2,1,10.1016_j.synthmet.2020.116606__sample_38780__figure_30086__prop_ZT__sid_28938__row_110773,-
10.1016_j.synthmet.2020.116606__sample_38780,ZT,592.037,0.98994985,0.98994985,0.08479080047767562,0.9299937,1.049906,2,1,10.1016_j.synthmet.2020.116606__sample_38780__figure_30086__prop_ZT__sid_28938__row_110773,-
10.1016_s0025-5408_96_00149-3__sample_5498,Electrical conductivity,112.738,627665.7,627665.7,0.0,627665.7,627665.7,2,1,10.1016_s0025-5408_96_00149-3__sample_5498__figure_4205__prop_Electrical_conductivity__sid_3792__row_17060,ohm^(-1)*m^(-1)
10.1016_s0025-5408_96_00149-3__sample_5498,Electrical conductivity,132.462,559155.5,559155.5,0.0,559155.5,559155.5,2,1,10.1016_s0025-5408_96_00149-3__sample_5498__figure_4205__prop_Electrical_conductivity__sid_3792__row_17060,ohm^(-1)*m^(-1)
10.1016_s0025-5408_96_00149-3__sample_5498,Electrical conductivity,180.721,406564.5,406564.5,0.0,406564.5,406564.5,2,1,10.1016_s0025-5408_96_00149-3__sample_5498__figure_4205__prop_Electrical_conductivity__sid_3792__row_17060,ohm^(-1)*m^(-1)
10.1016_s0025-5408_96_00149-3__sample_5498,Electrical conductivity,194.292,375423.5,375423.5,0.0,375423.5,375423.5,2,1,10.1016_s0025-5408_96_00149-3__sample_5498__figure_4205__prop_Electrical_conductivity__sid_3792__row_17060,ohm^(-1)*m^(-1)
10.1016_s0025-5408_96_00149-3__sample_5498,Electrical conductivity,291.874,218161.4,218161.4,0.0,218161.4,218161.4,2,1,10.1016_s0025-5408_96_00149-3__sample_5498__figure_4205__prop_Electrical_conductivity__sid_3792__row_17060,ohm^(-1)*m^(-1)
10.1021_acs.chemmater.5b00144__sample_19528,Electrical conductivity,301.877,253793.0,253793.0,5934.0401077175065,249597.0,257989.0,2,1,10.1021_acs.chemmater.5b00144__sample_19528__figure_16380__prop_Electrical_conductivity__sid_632__row_121596,ohm^(-1)*m^(-1)
10.1021_acs.inorgchem.9b00453__sample_27901,Seebeck coefficient,491.308,7.921693999999999e-05,7.921693999999999e-05,1.198178298584972e-06,7.83697e-05,8.006418e-05,2,1,10.1021_acs.inorgchem.9b00453__sample_27901__figure_22435__prop_Seebeck_coefficient__sid_24828__row_81168,V*K^(-1)
10.1021_acs.inorgchem.9b00453__sample_27902,Seebeck coefficient,451.045,7.186136e-05,7.186136e-05,2.3418952328829747e-06,7.020539e-05,7.351733e-05,2,1,10.1021_acs.inorgchem.9b00453__sample_27902__figure_22435__prop_Seebeck_coefficient__sid_24828__row_81169,V*K^(-1)
10.1021_cm000390o__sample_15881,Seebeck coefficient,291.522,0.0001155333,0.0001155333,1.7317045071258475e-06,0.0001143088,0.0001167578,2,1,10.1021_cm000390o__sample_15881__figure_13466__prop_Seebeck_coefficient__sid_7404__row_50662,V*K^(-1)
10.1021_cm200560s__sample_4981,Thermal conductivity,11.707,4.3186175,4.3186175,0.9294289313661911,3.661412,4.975823,2,1,10.1021_cm200560s__sample_4981__figure_3754__prop_Thermal_conductivity__sid_7432__row_15329,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4981,Thermal conductivity,15.61,4.8531045,4.8531045,0.73489678479396,4.333454,5.372755,2,1,10.1021_cm200560s__sample_4981__figure_3754__prop_Thermal_conductivity__sid_7432__row_15329,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4981,Thermal conductivity,19.512,5.953094,5.953094,0.43229255910552083,5.647417,6.258771,2,1,10.1021_cm200560s__sample_4981__figure_3754__prop_Thermal_conductivity__sid_7432__row_15329,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4981,Thermal conductivity,21.463,6.365534,6.365534,0.5403653453285101,5.983438,6.74763,2,1,10.1021_cm200560s__sample_4981__figure_3754__prop_Thermal_conductivity__sid_7432__row_15329,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4982,Thermal conductivity,7.805,1.644392,1.6443923333333335,0.4279475000000974,1.216445,2.07234,3,1,10.1021_cm200560s__sample_4982__figure_3754__prop_Thermal_conductivity__sid_7432__row_15330,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4982,Thermal conductivity,11.707,2.89722,2.9787339999999998,0.5850604899862922,2.438705,3.600277,3,1,10.1021_cm200560s__sample_4982__figure_3754__prop_Thermal_conductivity__sid_7432__row_15330,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4982,Thermal conductivity,15.61,4.975375,4.975375,0.8213554380364211,4.394589,5.556161,2,1,10.1021_cm200560s__sample_4982__figure_3754__prop_Thermal_conductivity__sid_7432__row_15330,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4982,Thermal conductivity,17.561,5.4948025000000005,5.4948025000000005,0.561979478309039,5.097423,5.892182,2,1,10.1021_cm200560s__sample_4982__figure_3754__prop_Thermal_conductivity__sid_7432__row_15330,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4982,Thermal conductivity,23.415,7.328193,7.297625,0.2915971474774743,6.991948,7.572734,3,1,10.1021_cm200560s__sample_4982__figure_3754__prop_Thermal_conductivity__sid_7432__row_15330,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,3.902,1.033486,1.0946215,0.3403875642892231,0.7889445,1.461434,3,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,7.805,1.9959205,1.9959205,0.1945314394654497,1.858366,2.133475,2,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,9.756,2.897444,2.897444,0.3026049327952206,2.68347,3.111418,2,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,15.61,5.999392500000001,5.877122,1.0364500891064015,4.577996,6.931707,4,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,21.463,8.5052725,8.5052725,0.8861992511915696,7.878635,9.13191,2,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4983,Thermal conductivity,23.415,8.734306,8.846387666666667,0.6039209996616551,8.306359,9.498498,3,1,10.1021_cm200560s__sample_4983__figure_3754__prop_Thermal_conductivity__sid_7432__row_15331,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,5.854,0.8957075999999999,0.8957075999999999,0.1945312980440936,0.7581532,1.033262,2,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,7.805,1.736095,1.7462843333333333,0.29052704062502227,1.460986,2.041772,3,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,9.756,2.8057410000000003,2.8057410000000003,0.6916678117261206,2.316658,3.294824,2,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,11.707,3.753115,3.7347746,0.8871476477392588,2.744382,4.853552,5,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,15.61,7.267952,7.160965,1.334399776419596,5.617297,8.490659,4,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,21.463,9.498720500000001,9.498720500000001,0.7348953705803981,8.979071,10.01837,2,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,23.415,11.08802,11.08802,0.7348960776871795,10.56837,11.60767,2,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_cm200560s__sample_4984,Thermal conductivity,85.854,10.133261999999998,10.133261999999998,0.2161455724459785,9.980424,10.2861,2,1,10.1021_cm200560s__sample_4984__figure_3754__prop_Thermal_conductivity__sid_7432__row_15332,W*m^(-1)*K^(-1)
10.1021_ja510433j__sample_13978,Thermal conductivity,4.946,0.37227945,0.37227945,0.08268135952803994,0.3138149,0.430744,2,1,10.1021_ja510433j__sample_13978__figure_11745__prop_Thermal_conductivity__sid_3511__row_45287,W*m^(-1)*K^(-1)
10.1021_ja510433j__sample_13978,Thermal conductivity,7.353,0.80661085,0.80661085,0.06496395059727358,0.7606744,0.8525473,2,1,10.1021_ja510433j__sample_13978__figure_11745__prop_Thermal_conductivity__sid_3511__row_45287,W*m^(-1)*K^(-1)
10.1021_ja510433j__sample_13978,Thermal conductivity,7.835,1.0467376000000002,1.0467376000000002,0.08563402531424061,0.9861852,1.10729,2,1,10.1021_ja510433j__sample_13978__figure_11745__prop_Thermal_conductivity__sid_3511__row_45287,W*m^(-1)*K^(-1)
10.1023_a_1020906314144__sample_15991,Seebeck coefficient,1256.897,5.279152e-05,5.279152e-05,5.097165090047601e-06,4.918728e-05,5.639576e-05,2,1,10.1023_a_1020906314144__sample_15991__figure_13589__prop_Seebeck_coefficient__sid_8580__row_51001,V*K^(-1)
10.1023_b_inma.0000027591.50936.18__sample_9163,Seebeck coefficient,477.903,-0.00011871344999999999,-0.00011871344999999999,8.683978379752057e-07,-0.0001193275,-0.0001180994,2,1,10.1023_b_inma.0000027591.50936.18__sample_9163__figure_7533__prop_Seebeck_coefficient__sid_1202__row_29603,V*K^(-1)
10.1038_ncomms9144__sample_20276,ZT,950.625,1.182564,1.182564,0.0,1.182564,1.182564,2,1,10.1038_ncomms9144__sample_20276__figure_16957__prop_ZT__sid_14609__row_63000,-
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,373.228,79264.07,79264.07,1224.4261023026247,78398.27,80129.87,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,462.992,78506.495,78506.495,1071.3728395147987,77748.92,79264.07,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,564.567,76233.76999999999,76233.76999999999,612.2130511513201,75800.87,76666.67,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,666.142,73419.91,73419.91,612.2130511513097,72987.01,73852.81,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,713.386,71796.535,71796.535,459.15978836348876,71471.86,72121.21,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,762.992,70497.83499999999,70497.83499999999,459.1597883634836,70173.16,70822.51,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Electrical conductivity,814.961,68766.235,68766.235,153.05326278783645,68658.01,68874.46,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20986__prop_Electrical_conductivity__sid_21248__row_75868,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26076,Seebeck coefficient,374.104,7.4502485e-05,7.4502485e-05,2.462563005092453e-06,7.276119e-05,7.624378e-05,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20985__prop_Seebeck_coefficient__sid_21248__row_75865,V*K^(-1)
10.1038_s41598-019-41818-6__sample_26076,Seebeck coefficient,419.522,7.972637e-05,7.972637e-05,2.1107703103843427e-06,7.823383e-05,8.121891e-05,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20985__prop_Seebeck_coefficient__sid_21248__row_75865,V*K^(-1)
10.1038_s41598-019-41818-6__sample_26076,Seebeck coefficient,464.94,8.6691545e-05,8.6691545e-05,4.221533549700869e-06,8.370647e-05,8.967662e-05,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20985__prop_Seebeck_coefficient__sid_21248__row_75865,V*K^(-1)
10.1038_s41598-019-41818-6__sample_26076,Seebeck coefficient,515.139,9.365672000000001e-05,9.365672000000001e-05,2.8143556998005775e-06,9.166667e-05,9.564677e-05,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20985__prop_Seebeck_coefficient__sid_21248__row_75865,V*K^(-1)
10.1038_s41598-019-41818-6__sample_26076,Seebeck coefficient,567.729,9.8631845e-05,9.8631845e-05,2.8143627708683993e-06,9.664179e-05,0.0001006219,2,1,10.1038_s41598-019-41818-6__sample_26076__figure_20985__prop_Seebeck_coefficient__sid_21248__row_75865,V*K^(-1)
10.1038_s41598-019-41818-6__sample_26077,Electrical conductivity,418.11,95497.84,95497.84,612.2130511513201,95064.94,95930.74,2,1,10.1038_s41598-019-41818-6__sample_26077__figure_20986__prop_Electrical_conductivity__sid_21248__row_75869,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26077,Electrical conductivity,470.079,96363.64,96363.64,612.2130511513046,95930.74,96796.54,2,1,10.1038_s41598-019-41818-6__sample_26077__figure_20986__prop_Electrical_conductivity__sid_21248__row_75869,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26077,Electrical conductivity,621.26,97554.11499999999,97554.11499999999,459.1597883634836,97229.44,97878.79,2,1,10.1038_s41598-019-41818-6__sample_26077__figure_20986__prop_Electrical_conductivity__sid_21248__row_75869,ohm^(-1)*m^(-1)
10.1038_s41598-019-41818-6__sample_26077,Electrical conductivity,663.78,97337.665,97337.665,765.266313939141,96796.54,97878.79,2,1,10.1038_s41598-019-41818-6__sample_26077__figure_20986__prop_Electrical_conductivity__sid_21248__row_75869,ohm^(-1)*m^(-1)
10.1038_srep09567__sample_22488,Electrical conductivity,300.0,465.78715,465.78715,4.122644666351904,462.872,468.7023,2,2,10.1038_srep09567__sample_22488__figure_18580__prop_Electrical_conductivity__sid_5171__row_109783;10.1038_srep09567__sample_22488__figure_18582__prop_Electrical_conductivity__sid_5171__row_67855,ohm^(-1)*m^(-1)
10.1039_c2ce25119a__sample_10598,Seebeck coefficient,843.8,-0.00021198309999999999,-0.00021198309999999999,7.100766296675356e-07,-0.0002124852,-0.000211481,2,1,10.1039_c2ce25119a__sample_10598__figure_8682__prop_Seebeck_coefficient__sid_733__row_34027,V*K^(-1)
10.1039_c2jm30363a__sample_8153,Electrical conductivity,468.746,21268.455,21268.455,284.74482971601117,21067.11,21469.8,2,1,10.1039_c2jm30363a__sample_8153__figure_6660__prop_Electrical_conductivity__sid_11412__row_26105,ohm^(-1)*m^(-1)
10.1039_c2jm31919e__sample_8701,Thermal conductivity,29.243,3.1433065,3.1433065,0.18213302916412505,3.014519,3.272094,2,1,10.1039_c2jm31919e__sample_8701__figure_7178__prop_Thermal_conductivity__sid_2744__row_28064,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8702,Thermal conductivity,33.42,1.9955,1.9955,0.08035278618691456,1.938682,2.052318,2,1,10.1039_c2jm31919e__sample_8702__figure_7178__prop_Thermal_conductivity__sid_2744__row_28066,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8702,Thermal conductivity,50.131,2.4838199999999997,2.4838199999999997,0.032140831632053404,2.461093,2.506547,2,1,10.1039_c2jm31919e__sample_8702__figure_7178__prop_Thermal_conductivity__sid_2744__row_28066,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8703,Thermal conductivity,25.065,1.537325,1.537325,0.1499929046388528,1.431264,1.643386,2,1,10.1039_c2jm31919e__sample_8703__figure_7178__prop_Thermal_conductivity__sid_2744__row_28068,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8703,Thermal conductivity,33.42,1.866712,1.866712,0.13392178171604502,1.772015,1.961409,2,1,10.1039_c2jm31919e__sample_8703__figure_7178__prop_Thermal_conductivity__sid_2744__row_28068,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8705,Thermal conductivity,20.888,2.0525555,2.0525555,0.20356119306120218,1.908616,2.196495,2,1,10.1039_c2jm31919e__sample_8705__figure_7178__prop_Thermal_conductivity__sid_2744__row_28065,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8705,Thermal conductivity,22.976,2.1282734999999997,2.1282734999999997,0.14999219753207196,2.022213,2.234334,2,1,10.1039_c2jm31919e__sample_8705__figure_7178__prop_Thermal_conductivity__sid_2744__row_28065,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8705,Thermal conductivity,27.154,2.363043,2.3201136666666664,0.21908649439509822,2.08274,2.514558,3,1,10.1039_c2jm31919e__sample_8705__figure_7178__prop_Thermal_conductivity__sid_2744__row_28065,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8706,Thermal conductivity,16.71,1.3935434999999998,1.3935434999999998,0.10713728395147988,1.317786,1.469301,2,1,10.1039_c2jm31919e__sample_8706__figure_7178__prop_Thermal_conductivity__sid_2744__row_28067,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8706,Thermal conductivity,29.243,1.840276,1.840276,0.12878799999999999,1.711488,1.969064,3,1,10.1039_c2jm31919e__sample_8706__figure_7178__prop_Thermal_conductivity__sid_2744__row_28067,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8707,Thermal conductivity,29.243,1.47664,1.47664,0.09642390910972232,1.408458,1.544822,2,1,10.1039_c2jm31919e__sample_8707__figure_7178__prop_Thermal_conductivity__sid_2744__row_28070,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8707,Thermal conductivity,41.775,1.8551905,1.8551905,0.0749964523194264,1.80216,1.908221,2,1,10.1039_c2jm31919e__sample_8707__figure_7178__prop_Thermal_conductivity__sid_2744__row_28070,W*m^(-1)*K^(-1)
10.1039_c2jm31919e__sample_8707,Thermal conductivity,307.05,2.797136,2.797136,0.17141965432236742,2.675924,2.918348,2,1,10.1039_c2jm31919e__sample_8707__figure_7178__prop_Thermal_conductivity__sid_2744__row_28070,W*m^(-1)*K^(-1)
10.1039_c2nj40588a__sample_11068,Electrical conductivity,369.818,57.11599,57.11599,0.0,57.11599,57.11599,2,1,10.1039_c2nj40588a__sample_11068__figure_9136__prop_Electrical_conductivity__sid_4246__row_35642,ohm^(-1)*m^(-1)
10.1039_c2nj40588a__sample_11068,Electrical conductivity,470.182,131.8495,131.8495,0.0,131.8495,131.8495,2,1,10.1039_c2nj40588a__sample_11068__figure_9136__prop_Electrical_conductivity__sid_4246__row_35642,ohm^(-1)*m^(-1)
10.1039_c2nj40588a__sample_11071,Electrical conductivity,559.636,1947.335,1947.335,0.0,1947.335,1947.335,2,1,10.1039_c2nj40588a__sample_11071__figure_9136__prop_Electrical_conductivity__sid_4246__row_35645,ohm^(-1)*m^(-1)
10.1039_c3ta12764h__sample_1739,Seebeck coefficient,17.2,3.43e-05,3.43e-05,6.505382386916234e-06,2.97e-05,3.89e-05,2,1,10.1039_c3ta12764h__sample_1739__figure_1063__prop_Seebeck_coefficient__sid_2768__row_3812,V*K^(-1)
10.1039_c3tc30215f__sample_27543,Electrical conductivity,457.954,18394.735,18394.735,558.2395905433445,18000.0,18789.47,2,1,10.1039_c3tc30215f__sample_27543__figure_22121__prop_Electrical_conductivity__sid_11503__row_80041,ohm^(-1)*m^(-1)
10.1039_c3tc30215f__sample_27543,Seebeck coefficient,624.247,-0.0001168421,-0.0001168421,0.0,-0.0001168421,-0.0001168421,2,1,10.1039_c3tc30215f__sample_27543__figure_22127__prop_Seebeck_coefficient__sid_11503__row_80064,V*K^(-1)
10.1039_c3tc30215f__sample_27544,Electrical conductivity,493.082,5405.171,5405.171,159.0990257669732,5292.671,5517.671,2,1,10.1039_c3tc30215f__sample_27544__figure_22130__prop_Electrical_conductivity__sid_11503__row_80069,ohm^(-1)*m^(-1)
10.1039_c3tc30215f__sample_27544,Electrical conductivity,656.604,6248.004,6248.004,73.43021079909789,6196.081,6299.927,2,1,10.1039_c3tc30215f__sample_27544__figure_22130__prop_Electrical_conductivity__sid_11503__row_80069,ohm^(-1)*m^(-1)
10.1039_c3tc30215f__sample_27544,Seebeck coefficient,440.909,-0.0001821053,-0.0001821053,0.0,-0.0001821053,-0.0001821053,3,1,10.1039_c3tc30215f__sample_27544__figure_22127__prop_Seebeck_coefficient__sid_11503__row_80065,V*K^(-1)
10.1039_c3tc30215f__sample_27544,Seebeck coefficient,703.409,-0.00020526315000000001,-0.00020526315000000001,2.977273102185965e-06,-0.0002073684,-0.0002031579,2,1,10.1039_c3tc30215f__sample_27544__figure_22127__prop_Seebeck_coefficient__sid_11503__row_80065,V*K^(-1)
10.1039_c4ta05135a__sample_9439,Seebeck coefficient,416.93,-0.00013281785,-0.00013281785,4.130847105013689e-06,-0.0001357388,-0.0001298969,2,1,10.1039_c4ta05135a__sample_9439__figure_7752__prop_Seebeck_coefficient__sid_2802__row_30507,V*K^(-1)
10.1039_c5cp07620j__sample_3030,Thermal conductivity,755.542,1.168305,1.168305,0.0,1.168305,1.168305,2,1,10.1039_c5cp07620j__sample_3030__figure_2000__prop_Thermal_conductivity__sid_15495__row_7268,W*m^(-1)*K^(-1)
10.1039_c5nr00917k__sample_32826,Thermal conductivity,150.376,2.103359,2.103359,0.0,2.103359,2.103359,2,1,10.1039_c5nr00917k__sample_32826__figure_26170__prop_Thermal_conductivity__sid_4164__row_94393,W*m^(-1)*K^(-1)
10.1039_c5ta01266j__sample_14454,Electrical conductivity,414.804,16300.145,16300.145,1503.4857934978966,15237.02,17363.27,2,1,10.1039_c5ta01266j__sample_14454__figure_12251__prop_Electrical_conductivity__sid_2815__row_46912,ohm^(-1)*m^(-1)
10.1039_c5tc02837j__sample_1835,Thermal conductivity,302.0,2.42,2.42,0.07071067811865497,2.37,2.47,2,1,10.1039_c5tc02837j__sample_1835__figure_1132__prop_Thermal_conductivity__sid_2856__row_3959,W*m^(-1)*K^(-1)
10.1039_c5tc02837j__sample_1835,Thermal conductivity,360.0,2.395,2.395,0.049497474683058526,2.36,2.43,2,1,10.1039_c5tc02837j__sample_1835__figure_1132__prop_Thermal_conductivity__sid_2856__row_3959,W*m^(-1)*K^(-1)
10.1039_c5tc02837j__sample_1835,Thermal conductivity,598.0,2.21,2.21,0.04242640687119305,2.18,2.24,2,1,10.1039_c5tc02837j__sample_1835__figure_1132__prop_Thermal_conductivity__sid_2856__row_3959,W*m^(-1)*K^(-1)
10.1039_c5tc02837j__sample_1835,Thermal conductivity,924.0,2.5999999999999996,2.5999999999999996,0.09899494936611658,2.53,2.67,2,1,10.1039_c5tc02837j__sample_1835__figure_1132__prop_Thermal_conductivity__sid_2856__row_3959,W*m^(-1)*K^(-1)
