sample_key,classification_case_step15,threshold_step15,material_system,n_or_p,composition,DOI,paper_title,zt_obs_max_step14,zt_pred_max_step14,zt_calc_from_obs_max_step14,zt_pred_vs_obs_mape_step14,zt_pred_vs_calc_mape_step14,nanocarbon_keyword_detected_step9,rare_metal_flag_auto_step9,toxicity_flag_auto_step9,manual_review_priority_score_step15,needs_manual_review_step15,needs_sintering_check_later_step15,sintering_check_reason_step15,doi_url
10.1002_adfm.201201221__sample_209,false_positive,1.0,unknown,p,Pb0.99Ba0.01Te1.01Na0.02,10.1002/adfm.201201221,,,1.1010850917402235,0.7994646787669252,,0.40347038259523244,False,True,True,35,no,yes,high predicted ZT,https://doi.org/10.1002/adfm.201201221
10.1002_adfm.201300146__sample_1422,true_positive,1.0,unknown,p,Bi0.3Sb1.7Te3,10.1002/adfm.201300146,,1.170125,1.1148151815779364,1.204996980172414,0.14581233814726674,0.10981150868276374,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201300146
10.1002_adfm.201300146__sample_1424,true_positive,1.0,unknown,p,(Bi0.3Sb1.7Te3)96.98(SiC)3.02,10.1002/adfm.201300146,,1.250929,1.0636091109223442,1.2562031999999996,0.14974462105975297,0.1533144391589318,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201300146
10.1002_adfm.201402211__sample_7642,false_negative,1.0,unknown,n,BiAgSeS0.985Cl0.015,10.1002/adfm.201402211,,1.07977,0.5074408662712181,1.0753698850208973,,1.232812567662576,False,True,True,120,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201402211
10.1002_adfm.201402211__sample_7643,false_negative,1.0,unknown,n,BiAgSeS0.985Cl 0.015,10.1002/adfm.201402211,,1.217969,0.6119276364558642,1.2341276042743918,0.31744867856648257,0.6605617014598559,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201402211
10.1002_adfm.201502782__sample_26765,false_positive,1.0,unknown,n,Ce0.25Co4Sb12,10.1002/adfm.201502782,,0.9153028,1.2942544994945984,1.0557234710514514,0.041445948261515354,0.12249235700424167,False,True,True,75,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.201502782
10.1002_adfm.201502782__sample_26766,false_negative,1.0,unknown,n,Ce0.25Co3.975Cr0.025Sb12,10.1002/adfm.201502782,,1.189896,0.7042077156842516,0.715666454475293,,0.01601128391499453,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201502782
10.1002_adfm.201502782__sample_26767,false_negative,1.0,unknown,n,Ce0.25Co3.95Cr0.05Sb12,10.1002/adfm.201502782,,1.207511,0.39410564505694423,0.3898508000759873,,0.010914034241118855,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201502782
10.1002_adfm.201601486__sample_14509,false_positive,1.0,unknown,p,Cu1.85Ag0.15Sn0.95In0.05Se3,10.1002/adfm.201601486,,0.8685272,1.4055897179195425,0.8865098427896865,0.1836974617642886,0.17345770668889515,False,True,True,65,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.201601486
10.1002_adfm.201601486__sample_14510,true_positive,1.0,unknown,p,Cu1.85Ag0.15Sn0.9In0.1Se3,10.1002/adfm.201601486,,1.423481,2.1338009594044043,1.4389065924984774,0.1852633399214272,0.1787595198230912,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201601486
10.1002_adfm.201601486__sample_14511,true_positive,1.0,unknown,p,Cu1.85Ag0.15Sn0.85In0.15Se3,10.1002/adfm.201601486,,1.230759,1.9224525160248933,1.2259154120325002,0.23885061305167274,0.22381254361532682,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201601486
10.1002_adfm.201601486__sample_14512,true_positive,1.0,unknown,p,Cu1.85Ag0.15Sn0.8In0.2Se3,10.1002/adfm.201601486,,1.302738,2.1105955453233496,1.274875779302361,0.2533494792688765,0.22601045908041204,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201601486
10.1002_adfm.201801617__sample_39932,false_positive,1.0,unknown,n,Pb0.988Sb0.012Te,10.1002/adfm.201801617,,0.8676494,1.9518286680300425,0.9263083589351132,0.3109461453089265,0.42875580618039144,False,True,True,65,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39933,true_positive,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.02,10.1002/adfm.201801617,,1.052739,1.7533676870858723,0.994060527909018,0.2617551814567353,0.382567227241017,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39934,true_positive,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.05,10.1002/adfm.201801617,,1.071972,2.1923255385708837,1.075554332807006,0.9093925644258566,0.7170022591581885,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39937,true_positive,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.1,10.1002/adfm.201801617,,1.028608,1.79865971156923,0.8804142769558703,0.7486347681227737,0.7046453101807193,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39938,false_negative,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.12,10.1002/adfm.201801617,,1.132345,0.11084392057988007,0.1717038203132291,0.33941773449346285,0.3544469751594689,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39939,true_positive,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.13,10.1002/adfm.201801617,,1.324211,1.6062010784093632,1.281317321842197,0.23928897523485,0.2398100301855961,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201801617__sample_39940,true_positive,1.0,unknown,n,Pb0.988Sb0.012Te(GeTe)0.14,10.1002/adfm.201801617,,1.032349,1.0018342665654156,1.0503852946431889,0.20171465119215878,0.1917455439514474,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201801617
10.1002_adfm.201806558__sample_41881,true_positive,1.0,unknown,n,BiSb(Se0.98Br0.02)3,10.1002/adfm.201806558,,1.061131,1.4097804041419593,1.0480716128870586,0.09949427376201973,0.10276669285385177,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201806558__sample_41882,true_positive,1.0,unknown,n,BiSb(Se0.96Br0.04)3,10.1002/adfm.201806558,,1.155372,1.4509188325262479,1.1445475486883858,0.10908300144352828,0.0941046088097944,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201806558__sample_41883,true_positive,1.0,unknown,n,BiSb(Se0.94Br0.06)3,10.1002/adfm.201806558,,1.364502,1.6859745949949445,1.3649450923470314,0.07109501823301785,0.07917251403558777,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201806558__sample_41884,true_positive,1.0,unknown,n,BiSb(Se0.92Br0.08)3,10.1002/adfm.201806558,,1.287379,1.5413786941263092,1.284926845817348,0.06595846164060312,0.06714355401864526,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201806558__sample_41912,true_positive,1.0,unknown,n,BiSb(Se0.94Br0.06)3,10.1002/adfm.201806558,,1.361178,1.6917481291126966,1.3697787281954876,0.0696414160328346,0.07982251612036452,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806558
10.1002_adfm.201806613__sample_41571,false_negative,1.0,unknown,p,Ge0.97Bi0.03Te1.015,10.1002/adfm.201806613,,1.732102,0.5731696280166164,0.5569760894867827,0.16252596362409905,0.2105542427938497,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41572,true_positive,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,1.987618,3.4020651885855164,1.9498680637078003,0.25871731539846893,0.25308249027779517,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41573,false_negative,1.0,unknown,p,Ge0.93Bi0.07Te1.035,10.1002/adfm.201806613,,1.649844,0.9624395630075399,1.0619285869450243,0.05417463618516641,0.05574606992088066,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41580,true_positive,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,2.002366,3.154788574442252,1.856572336107468,0.25091116702225646,0.27320569731355715,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41581,false_negative,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,1.974289,0.16012143050839575,0.2615323299868919,0.4113020377091437,0.3877566474614397,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41582,true_positive,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,2.205757,2.552604786760308,2.023937885443142,0.19496206896523227,0.2147469701107354,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41584,false_negative,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,2.179321,0.34941733456418667,0.4835334992235847,0.2930561190014687,0.33443459245005447,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41585,false_negative,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,2.33381,0.5756288916116479,0.7182383403401189,0.2973380874798095,0.2885523618234494,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201806613__sample_41595,false_negative,1.0,unknown,p,Ge0.95Bi0.05Te1.025,10.1002/adfm.201806613,,2.314523,0.19607169542555747,0.3305692656530635,0.3873063250859093,0.4149545215460291,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201806613
10.1002_adfm.201906143__sample_27119,true_positive,1.0,unknown,n,Mg3.2Sb1.5Bi0.495Se0.005,10.1002/adfm.201906143,,1.277685,1.2483188830098157,1.2631796560602748,0.19361132425447364,0.183058932687405,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27123,true_positive,1.0,unknown,n,Mg3.2Sb1.5Bi0.4925Se0.0075,10.1002/adfm.201906143,,1.182561,1.1497512594470747,1.2790423812384026,0.37258060607103105,0.3177515065611887,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27124,true_positive,1.0,unknown,n,Mg3.2Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.416037,1.0909154287185925,1.4018573586175127,0.5527863898725012,0.5389252905183857,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27127,false_negative,1.0,unknown,n,Mg3.2Sb1.5Bi0.4875Se0.0125,10.1002/adfm.201906143,,1.337445,0.9302081269723519,1.318840608472458,0.4212077019478374,0.7136140421941464,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27128,true_positive,1.0,unknown,n,Mg3.175Co0.025Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.288524,2.1201363715426362,1.315495740139685,0.245920836855147,0.24263290706346627,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27129,true_positive,1.0,unknown,n,Mg3.15Co0.05Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.397269,1.952186384565171,1.4018251868069307,0.2026748728344108,0.20099225137453816,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27130,true_positive,1.0,unknown,n,Mg3.1Co0.1Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.353961,1.856476626241498,1.363250377505793,0.19075534551143797,0.18823089591247763,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27131,true_positive,1.0,unknown,n,Mg3.2Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.395798,1.0735043376978217,1.3942870033283503,0.5546414816783966,0.5210990752189179,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27132,true_positive,1.0,unknown,n,Mg3.175Mn0.025Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.225488,1.7847155526246503,1.228770344395708,0.27499583053388593,0.2833511697037981,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27133,true_positive,1.0,unknown,n,Mg3.15Mn0.05Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.686166,2.000775574512147,1.691831959552567,0.11798576890814319,0.11998506035254004,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201906143__sample_27134,true_positive,1.0,unknown,n,Mg3.1Mn0.1Sb1.5Bi0.49Se0.01,10.1002/adfm.201906143,,1.676799,1.5894165054302238,1.692723079693408,0.07543035400840067,0.08560777783517882,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201906143
10.1002_adfm.201908315__sample_36216,true_positive,1.0,unknown,p,Cu1.96Se,10.1002/adfm.201908315,,1.219455,1.5429314202017865,1.392916615920825,0.14449346827300624,0.15518245311037554,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201908315
10.1002_adfm.201908315__sample_36217,true_positive,1.0,unknown,p,Cu1.96Se0.96S0.04,10.1002/adfm.201908315,,1.48855,1.3435843382924801,1.25414332204543,0.11807044928114377,0.14709065528116205,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201908315
10.1002_adfm.201908315__sample_36218,true_positive,1.0,unknown,p,Cu1.96Se0.88S0.12,10.1002/adfm.201908315,,1.707557,1.9726639581070924,1.8777901148362923,0.13511279471373816,0.12946196087450706,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.201908315
10.1002_adfm.201908315__sample_36225,false_negative,1.0,unknown,p,Cu2Se,10.1002/adfm.201908315,,1.520356,0.23293363555371352,0.2717610274253166,,0.14287328922567216,False,True,True,100,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.201908315
10.1002_adfm.202007340__sample_42094,false_positive,1.0,unknown,n,(PbTe)81Sb2Te3,10.1002/adfm.202007340,,0.909814,1.1344642345296745,0.9141856352950256,0.17050155190534186,0.16945318955331531,False,True,True,65,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42097,false_negative,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.2,10.1002/adfm.202007340,,1.070124,0.9178896010298034,1.0683993661130244,0.1582252859317445,0.15482571475203172,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42098,false_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.4,10.1002/adfm.202007340,,0.9588867,1.052708917725815,0.978451248471896,0.295130887641988,0.24751955305601753,False,True,True,65,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42099,true_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.6,10.1002/adfm.202007340,,1.192864,2.5889689904208697,1.303216964596445,0.36181201015756276,0.37462634224760677,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42100,true_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.8,10.1002/adfm.202007340,,1.27116,2.304868051489367,1.2094666454536094,0.3813757830616932,0.3438039112814394,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42101,false_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.6Cu2Te,10.1002/adfm.202007340,,0.2652683,1.7513391552675432,1.0835276221285963,,0.25788759777146114,False,True,True,75,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42102,true_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.6(Cu2Te)2,10.1002/adfm.202007340,,1.397842,2.5784283933840797,1.4885380888910709,0.8445778517057576,0.2626267372742999,False,True,True,75,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202007340__sample_42103,false_positive,1.0,unknown,n,(PbTe)81Sb2Te3Sb0.6(Cu2Te)5,10.1002/adfm.202007340,,0.3846852,1.547816107172582,1.1063452463571204,0.15916677852527608,0.1448292351799545,False,True,True,75,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202007340
10.1002_adfm.202008851__sample_41915,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3,10.1002/adfm.202008851,,1.140976,1.0547591356722659,1.1368859185727485,0.1341848057695979,0.1312546716056498,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41916,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.17,10.1002/adfm.202008851,,1.286369,1.2148962566175754,1.2684795358436187,0.14401045230504672,0.13567382810223647,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41917,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.22,10.1002/adfm.202008851,,1.441427,1.311991508809302,1.4449830366587293,0.1471287900084083,0.14561827433209498,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41918,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.28,10.1002/adfm.202008851,,1.352309,1.2917028560299801,1.3556404783940226,0.14288517889968874,0.13737560666454604,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41919,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.34,10.1002/adfm.202008851,,1.309889,1.2450210227844185,1.3191022760191606,0.11621628472154708,0.11409446787695052,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41925,false_negative,1.0,unknown,p,Bi0.5Sb1.5Te3,10.1002/adfm.202008851,,1.031335,0.8806649590742991,1.0244213483449038,0.123730541341025,0.13138447507636533,False,True,True,90,yes,yes,high observed ZT; high-ZT false negative; important candidate for paper; carried from Step14,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41926,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3,10.1002/adfm.202008851,,1.273568,1.1676550614685246,1.1594467884128477,0.16991266358754167,0.1724153152546984,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41927,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.17,10.1002/adfm.202008851,,1.550507,1.431862658733454,1.53133232505516,0.1603411620691494,0.15956883837758598,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41928,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.28,10.1002/adfm.202008851,,1.630506,1.596304743559256,1.635591335027092,0.13066503223421597,0.13073554215551442,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202008851__sample_41929,true_positive,1.0,unknown,p,Bi0.5Sb1.5Te3C0.28,10.1002/adfm.202008851,,1.492267,1.457209060330827,1.487743054111362,0.12874004329979472,0.1239192942365292,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202008851
10.1002_adfm.202102185__sample_45225,false_positive,1.0,unknown,p,PbS,10.1002/adfm.202102185,,0.8034292,2.1117370620500404,0.8446876982125919,0.709761142324516,0.6225381933041576,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45226,false_positive,1.0,unknown,p,PbSCu0.01,10.1002/adfm.202102185,,0.7901235,1.7407330788840623,0.6960999353092573,0.827315582054726,0.8853184400980931,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45227,false_positive,1.0,unknown,p,Pb0.99Cu0.01S,10.1002/adfm.202102185,,0.7640729,1.711815526955876,0.7611765196211342,0.745217890736854,0.5400288509370156,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45228,true_positive,1.0,unknown,p,Pb0.99Cu0.01SCu0.01,10.1002/adfm.202102185,,1.16774,2.3939352818684903,1.14020323586149,0.8185995081929501,0.6714550104492407,False,False,True,60,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45233,false_positive,1.0,unknown,p,PbSCu0.0025,10.1002/adfm.202102185,,0.7874193,1.6350800957846305,0.8344300085961162,0.6213083845175361,0.6646406155649166,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45234,false_positive,1.0,unknown,p,PbSCu0.005,10.1002/adfm.202102185,,0.9109336,2.17983857252778,0.9234357539753396,0.8021255513894421,0.6712613683073919,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45235,false_positive,1.0,unknown,p,PbSCu0.015,10.1002/adfm.202102185,,0.7328137,1.6696458739355202,0.7532533641775891,0.773883992627984,0.6567521949769723,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45236,false_positive,1.0,unknown,p,Pb0.995Cu0.005S,10.1002/adfm.202102185,,0.7786561,1.6312378656421254,0.967197212004346,0.6266403211373304,0.5420982477121494,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45237,false_positive,1.0,unknown,p,Pb0.985Cu0.015S,10.1002/adfm.202102185,,0.8722871,1.5105582455190671,0.8429085273775148,0.7798980760404013,0.5764437563171999,False,False,True,70,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45238,false_positive,1.0,unknown,p,Pb0.98Cu0.02S,10.1002/adfm.202102185,,0.6917334,1.9710000434450727,0.6963031516293967,0.7905512434800883,0.7135496379614801,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45239,false_positive,1.0,unknown,p,Pb0.9975Cu0.0025SCu0.0025,10.1002/adfm.202102185,,0.9556882,2.2368101312353055,0.9694825109332256,0.4397480565380927,0.6217653061780724,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45240,true_positive,1.0,unknown,p,Pb0.995Cu0.005SCu0.005,10.1002/adfm.202102185,,1.037244,2.2101178297447435,1.0943025460807143,0.6997505538214929,0.5642820679228574,False,False,True,60,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202102185__sample_45241,false_positive,1.0,unknown,p,Pb0.985Cu0.015SCu0.015,10.1002/adfm.202102185,,0.7677663,1.342406567297719,0.681596522360896,0.48294133792970345,0.5679923277452295,False,False,True,60,yes,yes,high-ZT false positive; important candidate for paper; high predicted ZT; carried from Step14,https://doi.org/10.1002/adfm.202102185
10.1002_adfm.202103197__sample_44630,true_positive,1.0,unknown,p,AgMnGeSbTe4,10.1002/adfm.202103197,,1.097226,1.0128304854073167,0.9401381315889464,0.10173874138781919,0.09629418587887635,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202103197
10.1002_adfm.202103197__sample_44631,true_positive,1.0,unknown,p,(AgMnGeSbTe4)0.99(Ag8GeTe6)0.01,10.1002/adfm.202103197,,1.269166,1.232242440362394,1.1347030576511363,0.1480085954868121,0.16026109340316752,False,True,True,65,yes,yes,high observed ZT; important candidate for paper; high predicted ZT,https://doi.org/10.1002/adfm.202103197
