sample_key,composition,material_system,n_or_p,fit_status_step12,n_fit_rows_step12,sigma_fit_log_rmse_step12,validation_sigma_log_rmse_step13,target_available_step18,target_quality_step18,ml_exclusion_reason_step18
10.1002_adem.201400183__sample_19725,B4C,unknown,p,ok,13,1.1187789585387196,1.6516064056469195,True,low,large sigma fit error
10.1002_adem.201400183__sample_19726,B5C,unknown,p,ok,13,1.2654802642283776,1.8005775784844809,True,low,large sigma fit error
10.1002_adem.201400183__sample_19727,B6C,unknown,p,ok,13,1.178618302219195,1.751452854672803,True,low,large sigma fit error
10.1002_adem.201400183__sample_19728,B7C,unknown,p,ok,13,1.2276471606214725,1.8041958960833089,True,low,large sigma fit error
10.1002_adem.201400183__sample_19729,B8C,unknown,p,ok,13,1.159324017722149,1.6874050946228365,True,low,large sigma fit error
10.1002_adem.201400183__sample_19730,B9C,unknown,p,ok,13,1.0148662745341464,1.4748850115899763,True,low,large sigma fit error
10.1002_adem.201400183__sample_19731,B10C,unknown,p,ok,13,1.063895944052165,1.5416763311574406,True,low,large sigma fit error
10.1002_adem.201400183__sample_19733,TiO1.80,unknown,n,ok,27,0.6855488660438245,1.286660342938063,True,low,large validation error
10.1002_adem.201400183__sample_19734,TiO1.90,unknown,n,ok,27,0.5561576138219415,1.061676654738182,True,low,large validation error
10.1002_adfm.200800298__sample_5872,Yb14AlSb11,unknown,p,insufficient_points,4,,,False,exclude,missing target
10.1002_adfm.201000970__sample_5873,Ca5Al2Sb6,unknown,p,ok,23,0.5575918587872264,1.192980306475813,True,low,large validation error
10.1002_adfm.201201221__sample_209,Pb0.99Ba0.01Te1.01Na0.02,unknown,p,ok,11,0.8041194607403646,1.2917350953406652,True,low,large validation error
10.1002_adfm.201201221__sample_328,Pb0.98Ba0.02Te1.01Na0.02,unknown,p,ok,11,0.7854805521518771,1.2374218572879827,True,low,large validation error
10.1002_adfm.201402211__sample_7641,BiAgSeS0.985Cl0.015,unknown,n,ok,12,0.9806192868139852,1.623876401868367,True,low,large validation error
10.1002_adfm.201402211__sample_7642,BiAgSeS0.985Cl0.015,unknown,n,ok,12,0.7344496226947419,1.1856536106600075,True,low,large validation error
10.1002_adfm.201402211__sample_7643,BiAgSeS0.985Cl 0.015,unknown,n,ok,12,0.7456469938112961,1.251512501112575,True,low,large validation error
10.1002_adfm.201602652__sample_19500,SnSe,unknown,p,ok,8,1.5053406940504943,2.665156853276215,True,low,large sigma fit error
10.1002_adfm.201602652__sample_19501,SnSe,unknown,p,ok,7,1.6195846763738335,2.6036949507964624,True,low,large sigma fit error
10.1002_adfm.201602652__sample_19502,SnSe,unknown,p,ok,8,1.6136468494407057,2.802026467731366,True,low,large sigma fit error
10.1002_adfm.201602652__sample_19505,K0.01Sn0.99Se,unknown,p,ok,11,0.6596793116691685,1.1534631273818647,True,low,large validation error
10.1002_adfm.201806558__sample_41880,BiSbSe3,unknown,n,ok,11,0.8609674563888949,1.7107667652338243,True,low,large validation error
10.1002_adfm.201806558__sample_41887,Bi0.5Sb1.5Se3,unknown,n,ok,11,3.6710102796386472,5.520313134936244,True,low,large sigma fit error
10.1002_adfm.201806558__sample_79036,BiSbSe3,unknown,n,ok,11,1.8525558342780248,3.5539442803745858,True,low,large sigma fit error
10.1002_adfm.201905044__sample_83183,TiFe0.5Ni0.5Sb,unknown,p,ok,8,1.0583785799301968,2.1561882567295614,True,low,large sigma fit error
10.1002_adfm.201905044__sample_83184,TiFe0.45Ni0.55Sb,unknown,n,ok,8,0.9433256780150716,1.9338666305345595,True,low,large validation error
10.1002_adfm.201908405__sample_36199,SnCu0.005Se2,unknown,n,ok,11,1.0976261939475125,1.9970229343672623,True,low,large sigma fit error
10.1002_adfm.202102185__sample_45225,PbS,unknown,p,ok,12,0.6472393305534785,1.2159791219120728,True,low,large validation error
10.1002_adfm.202102185__sample_45226,PbSCu0.01,unknown,p,ok,12,0.6550684315799079,1.20222789032457,True,low,large validation error
10.1002_adfm.202102185__sample_45227,Pb0.99Cu0.01S,unknown,p,ok,12,0.6743212104054606,1.0531981833141946,True,low,large validation error
10.1002_adfm.202102185__sample_45228,Pb0.99Cu0.01SCu0.01,unknown,p,ok,12,0.6040278616221207,1.007696940206892,True,low,large validation error
10.1002_adfm.202102185__sample_45229,Pb0.995Li0.005S,unknown,p,ok,12,1.1035394405574488,0.2253612843157094,True,low,large sigma fit error
10.1002_adfm.202102185__sample_45230,Pb0.99Li0.01S,unknown,p,ok,12,0.6393849452625716,1.2753128402436402,True,low,large validation error
10.1002_adfm.202102185__sample_45231,Pb0.985Li0.015S,unknown,p,ok,12,0.6713838080827337,1.3088828104800816,True,low,large validation error
10.1002_adfm.202102185__sample_45232,Pb0.98Li0.02S,unknown,p,ok,12,0.6620600046184023,1.2428125512113777,True,low,large validation error
10.1002_adfm.202102185__sample_45233,PbSCu0.0025,unknown,p,ok,11,0.60912012313776,1.058619679427627,True,low,large validation error
10.1002_adfm.202102185__sample_45234,PbSCu0.005,unknown,p,ok,12,0.6657330830957003,1.1598314229189064,True,low,large validation error
10.1002_adfm.202102185__sample_45235,PbSCu0.015,unknown,p,ok,12,0.6161780090702751,1.1764236954945766,True,low,large validation error
10.1002_adfm.202102185__sample_45236,Pb0.995Cu0.005S,unknown,p,ok,12,0.6800967248207826,1.1320248783115403,True,low,large validation error
10.1002_adfm.202102185__sample_45237,Pb0.985Cu0.015S,unknown,p,ok,12,0.6897445301581863,1.1096094094235016,True,low,large validation error
10.1002_adfm.202102185__sample_45238,Pb0.98Cu0.02S,unknown,p,ok,12,0.7058973062555715,1.1612503959015217,True,low,large validation error
10.1002_adfm.202102185__sample_45239,Pb0.9975Cu0.0025SCu0.0025,unknown,p,ok,12,0.6635370761632465,1.107995311147209,True,low,large validation error
10.1002_adma.201004200__sample_147,Na0.0035Pb0.9965Se1,unknown,p,ok,25,0.6253362470464487,1.0751694391474331,True,low,large validation error
10.1002_adma.201301675__sample_20783,BiCuSeO,unknown,p,ok,11,0.92869258846223,1.4025002381373215,True,low,large validation error
10.1002_adma.201400515__sample_7652,Cu2S,unknown,p,ok,15,0.7378267931754008,1.28036665025728,True,low,large validation error
10.1002_adma.201505922__sample_32232,Poly(nickel-ethylenetetrathiolate),unknown,n,ok,80,4.218109380389163,4.063564262791847,True,low,large sigma fit error
10.1002_adma.201605887__sample_2968,Sn1Mn0.03Te(Cu2Te)0.05,unknown,p,ok,32,0.5300454210590522,1.0031172859233195,True,low,large validation error
10.1002_adma.201605887__sample_2969,Sn0.97Mn0.06Te(Cu2Te)0.05,unknown,p,ok,40,0.6340569991696969,1.0845018538067042,True,low,large validation error
10.1002_adma.201605887__sample_2970,Sn0.94Mn0.09Te(Cu2Te)0.05,unknown,p,ok,35,0.5809395321041234,1.093937775405062,True,low,large validation error
10.1002_adma.201605887__sample_2971,Sn0.91Mn0.12Te(Cu2Te)0.05,unknown,p,ok,24,0.5708734860212694,1.1511907968353874,True,low,large validation error
10.1002_advs.201600035__sample_31640,FeNb0.75Ti0.25Sb,unknown,p,ok,10,0.7623343091846009,1.8553818680625231,True,low,large validation error
10.1002_advs.201600035__sample_31641,Fe1.03Nb0.75Ti0.25Sb,unknown,p,ok,10,0.7319812450379656,1.783952197875203,True,low,large validation error
10.1002_advs.201600035__sample_31642,Fe1.05Nb0.75Ti0.25Sb,unknown,p,ok,10,0.7070000512627256,1.7224142185421818,True,low,large validation error
10.1002_advs.201600035__sample_31643,Fe1.08Nb0.75Ti0.25Sb,unknown,p,ok,10,0.6854603162717641,1.6660916109510886,True,low,large validation error
10.1002_advs.201700727__sample_11297,AgInSe2,unknown,n,ok,12,3.5785792826715053,5.9006312184014025,True,low,large sigma fit error
10.1002_advs.201700727__sample_11298,Ag1.01InSe2,unknown,n,ok,13,2.3112278695110064,3.834679666130493,True,low,large sigma fit error
10.1002_advs.201700727__sample_11299,Ag1.02InSe2,unknown,n,ok,13,2.0843072446302275,3.534112839706167,True,low,large sigma fit error
10.1002_advs.201700727__sample_11300,Ag0.92Cd0.08InSe2,unknown,n,ok,13,1.5511264215439342,1.8403027370007008,True,low,large sigma fit error
10.1002_advs.201700727__sample_11301,Ag0.9Cd0.1InSe2,unknown,n,ok,13,0.8476407631255852,1.0522269375245417,True,low,large validation error
10.1002_aelm.201600019__sample_3207,SnTe,unknown,p,ok,13,0.6957182661504447,1.189633769254358,True,low,large validation error
10.1002_aelm.201600019__sample_3208,(SnTe)0.98(Cu2Te)0.02,unknown,p,ok,19,0.7162252734068372,1.3455305666103916,True,low,large validation error
10.1002_aelm.201600019__sample_3209,(SnTe)0.97(Cu2Te)0.03,unknown,p,ok,28,0.6509913192156624,1.2002605714143375,True,low,large validation error
10.1002_aelm.201600019__sample_3210,(SnTe)0.96(Cu2Te)0.04,unknown,p,ok,29,0.6629703661296296,1.1466717547765966,True,low,large validation error
10.1002_aelm.201900166__sample_27761,TiNi0.92Sn,unknown,n,ok,13,0.8459033127297575,1.311523526899137,True,low,large validation error
10.1002_aenm.201000072__sample_15208,Ag0.04PbTe,unknown,n,ok,15,0.6581872224888339,1.1638633625899235,True,low,large validation error
10.1002_aenm.201000072__sample_15211,(Ag0.03PbTe)0.945(Ag2Te)0.055,unknown,n,ok,20,0.5804938270854112,1.0126900806306245,True,low,large validation error
10.1002_aenm.201100460__sample_21028,SnTe,unknown,p,ok,19,0.8332370022953376,1.6326879718417588,True,low,large validation error
10.1002_aenm.201100756__sample_173,Pb1Te1.01Na0.02,unknown,p,ok,17,0.6396706357576957,1.133934749961932,True,low,large validation error
10.1002_aenm.201100756__sample_284,Pb1Te1.04Mg0.03Na0.02,unknown,p,ok,15,0.6345864436111588,1.0643367237388122,True,low,large validation error
10.1002_aenm.201200083__sample_182,Sn0.13Pb0.84Cd0.03Te1,unknown,n,ok,10,0.5704748674942516,1.0066286611273303,True,low,large validation error
10.1002_aenm.201200650__sample_6598,Cu12Sb4S13,unknown,p,ok,10,1.022340668470762,1.3295923920903268,True,low,large sigma fit error
10.1002_aenm.201200683__sample_148,Pb1S0.9978Cl0.0022,unknown,n,ok,28,0.6713325554566276,1.044893353628101,True,low,large validation error
10.1002_aenm.201300937__sample_21044,AgPb22.5SbTe20,unknown,n,ok,8,1.0021031901874975,1.8447913496003183,True,low,large sigma fit error
10.1002_aenm.201300937__sample_21047,AgPb22.5SbTe20,unknown,n,ok,8,0.6406320503079881,1.003839251142731,True,low,large validation error
10.1002_aenm.201300937__sample_21052,AgPb20SbTe20,unknown,n,ok,9,0.8906723955032831,1.311221994807185,True,low,large validation error
10.1002_aenm.201300937__sample_21053,AgPb21SbTe20,unknown,n,ok,9,1.2511866292734817,2.217756748315653,True,low,large sigma fit error
10.1002_aenm.201300937__sample_21054,AgPb22.5SbTe20,unknown,n,ok,9,1.23951418453605,2.13143255253776,True,low,large sigma fit error
10.1002_aenm.201300937__sample_21055,AgPb20SbTe20,unknown,n,ok,9,1.1460711896680882,1.798149680751833,True,low,large sigma fit error
10.1002_aenm.201300937__sample_21057,AgPb22.5SbTe20,unknown,n,ok,9,0.6704014776847104,1.137732045086525,True,low,large validation error
10.1002_aenm.201400348__sample_13679,Tl4PbTe3,unknown,p,ok,7,0.9727423589714012,1.7736437531406266,True,low,large validation error
10.1002_aenm.201400348__sample_13680,Tl7.95Pb2.05Te6,unknown,p,ok,9,0.7415479961102189,1.4059455055838446,True,low,large validation error
10.1002_aenm.201400348__sample_13682,Tl8.075Pb1.925Te6,unknown,p,ok,9,0.582960176115041,1.0556547886115537,True,low,large validation error
10.1002_aenm.201500360__sample_19476,SnSe,unknown,p,ok,6,1.581890804983067,,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19477,SnSe0.99S0.01,unknown,n,ok,7,4.342467836369456,6.136805531365873,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19478,SnSe0.98S0.02,unknown,n,ok,7,3.3642361760531614,4.828635517174902,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19479,SnSe0.97S0.03,unknown,n,ok,7,2.0700868650516906,3.442196917101624,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19480,SnSe0.96S0.04,unknown,n,ok,7,1.5920441455339427,2.3657332738056605,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19481,SnSe0.97S0.03,unknown,n,ok,7,2.0587489085776465,3.4220709177555406,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19482,SnSe0.97S0.03,unknown,n,ok,7,1.903503290394372,2.874946716856213,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19483,SnSe0.97I0.03,unknown,n,ok,7,2.063576169768212,3.4164681476464303,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19484,SnSe0.87S0.1I0.03,unknown,n,ok,7,1.8149687009010695,2.994713844685291,True,low,large sigma fit error
10.1002_aenm.201500360__sample_19485,SnSe0.67S0.3I0.03,unknown,n,ok,7,1.6743403490230306,2.7058196791481657,True,low,large sigma fit error
10.1002_aenm.201502423__sample_42689,BiCuSeO,unknown,p,ok,18,0.6588674913453143,1.2309361192203885,True,low,large validation error
10.1002_aenm.201700099__sample_31682,Pb0.997Sb0.003Te,unknown,n,ok,7,0.6230850882825186,1.2702020408798185,True,low,large validation error
10.1002_aenm.201700099__sample_31683,Pb0.995Sb0.005Te,unknown,n,ok,7,0.6570137819864468,1.1351273535067092,True,low,large validation error
10.1002_aenm.201701313__sample_31559,Nb0.8Ti0.2FeSb,unknown,p,ok,19,0.7381790239676815,1.7326231318542833,True,low,large validation error
10.1002_aenm.201701313__sample_31560,(Nb0.96Ta0.04)0.8Ti0.2FeSb,unknown,p,ok,19,0.7462873207799197,1.7506277203047391,True,low,large validation error
10.1002_aenm.201701313__sample_31561,(Nb0.88Ta0.12)0.8Ti0.2FeSb,unknown,p,ok,18,0.7362984715087119,1.7011678984656458,True,low,large validation error
10.1002_aenm.201701313__sample_31562,(Nb0.80Ta0.20)0.8Ti0.2FeSb,unknown,p,ok,19,0.7115032217216792,1.67870414498396,True,low,large validation error
10.1002_aenm.201701313__sample_31563,(Nb0.76Ta0.24)0.8Ti0.2FeSb,unknown,p,ok,19,0.7305607106816693,1.7237192729829025,True,low,large validation error
10.1002_aenm.201701313__sample_31564,(Nb0.68Ta0.32)0.8Ti0.2FeSb,unknown,p,ok,19,0.7229834412097054,1.7044426168447229,True,low,large validation error
10.1002_aenm.201701313__sample_31565,(Nb0.64Ta0.36)0.8Ti0.2FeSb,unknown,p,ok,19,0.7235658889898547,1.7010374540033724,True,low,large validation error
10.1002_aenm.201701313__sample_31566,(Nb0.60Ta0.40)0.8Ti0.2FeSb,unknown,p,ok,19,0.7140850596497242,1.680960449611801,True,low,large validation error
10.1002_aenm.201701313__sample_31574,(Nb0.64Ta0.36)0.8Ti0.2FeSb,unknown,p,ok,20,0.5086650550347231,1.003218950910003,True,low,large validation error
10.1002_aenm.201800775__sample_39702,SnSb0.01Se0.98,unknown,n,ok,12,2.365832538425866,3.820082624966395,True,low,large sigma fit error
10.1002_aenm.201800775__sample_39703,SnSb0.02Se0.96,unknown,n,ok,12,2.018688066912984,3.2085458634122443,True,low,large sigma fit error
10.1002_aenm.201800775__sample_39704,SnSb0.03Se0.94,unknown,n,ok,12,1.6863352595955652,2.7954204160949354,True,low,large sigma fit error
10.1002_aenm.201900201__sample_27727,SnSe,unknown,p,ok,9,1.0974655729448006,2.076447042894348,True,low,large sigma fit error
10.1002_aenm.201900201__sample_27729,SnSe,unknown,p,ok,13,1.4905090935034735,2.7723600487029545,True,low,large sigma fit error
10.1002_aenm.201900201__sample_27730,SnSe,unknown,p,ok,13,1.0644665101846114,1.8672370496808328,True,low,large sigma fit error
10.1002_aenm.201900201__sample_27731,SnSe,unknown,p,ok,13,0.9248469928889096,1.6588353365836686,True,low,large validation error
10.1002_aenm.202000888__sample_36038,(Nb0.8Ta0.2)0.8Ti0.2FeSb,unknown,p,ok,19,0.7064368188941184,1.6625291846474202,True,low,large validation error
10.1002_aenm.202000888__sample_36039,(Nb0.8Ta0.2)0.8Ti0.2FeSb,unknown,p,ok,19,0.7197901947280064,1.6994124988218589,True,low,large validation error
10.1002_aenm.202000888__sample_36040,(Nb0.8Ta0.2)0.8Ti0.2FeSb,unknown,p,ok,19,0.7041642753140712,1.6567602964278114,True,low,large validation error
10.1002_aenm.202000888__sample_36041,(Nb0.8Ta0.2)0.8Ti0.2FeSb,unknown,p,ok,19,0.691252413601148,1.6296049246483542,True,low,large validation error
10.1002_aenm.202000888__sample_36042,(Nb0.8Ta0.2)0.8Ti0.2FeSb,unknown,p,ok,19,0.7032979537859888,1.6548175097963262,True,low,large validation error
10.1002_aenm.202100883__sample_44898,(Ag0.2Cu0.8)2S0.7Se0.3,unknown,p,ok,10,1.447679294093868,0.778054995484616,True,low,large sigma fit error
10.1002_aenm.202100883__sample_44899,(Ag0.2Cu0.795)2S0.7Se0.3,unknown,p,ok,11,1.5726262828357087,1.071778998350398,True,low,large sigma fit error
10.1002_aenm.202100883__sample_44900,(Ag0.2Cu0.79)2S0.7Se0.3,unknown,p,ok,11,1.372589393836965,1.426935259354218,True,low,large sigma fit error
10.1002_aenm.202101122__sample_44613,Sn0.97Ti0.03Te,unknown,p,ok,9,0.533350357184455,1.0248946122550218,True,low,large validation error
10.1002_aenm.202101122__sample_44620,Sn0.99Zr0.01Te,unknown,p,ok,9,0.55637017169105,1.1220776994195023,True,low,large validation error
10.1002_aenm.202101122__sample_44621,Sn0.98Zr0.02Te,unknown,p,ok,9,0.5787486230707697,1.123398242872418,True,low,large validation error
10.1002_andp.201900340__sample_38946,Bi6Cu2Se3.6Br0.4O6,unknown,n,ok,13,1.2946637983859386,2.3933771253895912,True,low,large sigma fit error
10.1002_andp.201900340__sample_38950,Bi6Cu2Se3.8Br0.2O6,unknown,p,ok,13,1.1258238535992564,1.9047177721476616,True,low,large sigma fit error
10.1002_andp.201900340__sample_38951,Bi6Cu2Se3.6Br0.4O6,unknown,n,ok,13,1.1824680015101392,2.032333646620337,True,low,large sigma fit error
10.1002_andp.201900340__sample_38959,Bi6Cu2Se3.8Cl0.2O6,unknown,n,ok,13,1.208723489701119,1.8988546732783795,True,low,large sigma fit error
10.1002_andp.201900340__sample_38963,Bi6Cu2Se3.8Cl0.2O6,unknown,n,ok,11,2.1513768257727337,3.2666715930501478,True,low,large sigma fit error
10.1002_anie.200600865__sample_19447,Na0.95Pb19SbTe21,unknown,p,ok,25,0.59178499091895,1.119215324230452,True,low,large validation error
10.1002_anie.201508492__sample_15301,Pb0.6Sn0.4Te,unknown,p,ok,20,0.6338143977228436,1.0411810789748042,True,low,large validation error
10.1002_anie.201605015__sample_15232,CsAg5Te3,unknown,p,ok,24,1.4833011141018175,1.1644918087467973,True,low,large sigma fit error
10.1002_anie.201605015__sample_15233,CsAg5Te3,unknown,p,ok,21,1.544200839772666,1.4929365793388998,True,low,large sigma fit error
10.1002_anie.201708134__sample_31721,GeAg0.05Sb0.05Se1.1,unknown,p,ok,9,1.1932079570366156,1.943098165697522,True,low,large sigma fit error
10.1002_anie.201708134__sample_31725,GeAg0.3Sb0.3Se1.6,unknown,p,ok,9,1.1203736012564065,1.9347800209026165,True,low,large sigma fit error
10.1002_anie.201713223__sample_40041,(Bi13S18I2)0.98(BiCl3)0.02,unknown,n,ok,19,0.9691378163559125,1.4757851438708336,True,low,large validation error
10.1002_anie.201713223__sample_40043,(Bi13S18I2)0.98(BiCl3)0.02,unknown,n,ok,20,1.0927671175398876,1.5904698575007137,True,low,large sigma fit error
10.1002_anie.201713223__sample_40045,Bi13S18I2,unknown,n,ok,17,1.1051688467953262,1.580095154198471,True,low,large sigma fit error
10.1002_anie.201713223__sample_40046,Bi13S18I2,unknown,n,ok,16,1.2006463766429716,1.6858199038782116,True,low,large sigma fit error
10.1002_chem.201001990__sample_601,Si132P40Te21.5,unknown,p,ok,7,0.5249610743492331,1.108301549962271,True,low,large validation error
10.1002_cssc.201300518__sample_6242,Sr3AlSb3,unknown,p,ok,28,0.7984276031277345,1.0978695631321986,True,low,large validation error
10.1002_cssc.201300518__sample_6243,Sr3Al0.95Sb3Zn0.05,unknown,p,ok,31,0.7558237698986505,1.635825569173049,True,low,large validation error
10.1002_ecj.10003__sample_22417,Sm1.95Ce0.05CuO4,unknown,n,ok,7,0.7402500573981654,1.2419977664301376,True,low,large validation error
10.1002_ejic.201600792__sample_41718,ReSi1.75,unknown,p,ok,28,0.5277802030679734,1.0228484220115823,True,low,large validation error
10.1002_pssa.200306636__sample_9577,SnBi4Te7,unknown,p,ok,16,0.911906586214026,1.6883272766298676,True,low,large validation error
10.1002_pssa.200925093__sample_16826,AgPb18SbTe20,unknown,n,ok,16,0.522368436074377,1.0238293762191866,True,low,large validation error
10.1002_pssa.200925093__sample_16827,Ag0.9Pb18SbTe20,unknown,n,ok,16,0.5889585661655254,1.017847473033859,True,low,large validation error
10.1002_pssa.200925093__sample_16828,Ag0.8Pb18SbTe20,unknown,n,ok,16,0.6879377918643624,1.1796756022251549,True,low,large validation error
10.1002_pssa.201228102__sample_21185,Si0.8Ge0.2,unknown,p,ok,15,0.618394187871591,1.13059211414206,True,low,large validation error
10.1002_pssa.201329185__sample_9303,Mg2Si0.59Sn0.41,unknown,n,ok,24,0.8920510227188315,1.5108633541569954,True,low,large validation error
10.1002_pssa.202000096__sample_83942,Ti2FeNiSb2,unknown,p,ok,10,0.9445737207999556,1.5274159209162763,True,low,large validation error
10.1002_pssr.200701302__sample_15035,Ag8GeTe6,unknown,p,ok,11,1.2736315955323132,2.248647587549987,True,low,large sigma fit error
10.1002_pssr.201206058__sample_15036,Cu2In4Te7,unknown,p,ok,9,0.7114246936306668,1.1406859207394673,True,low,large validation error
10.1002_pssr.201308274__sample_14263,Cu2ZnSnSe4,unknown,p,ok,11,1.1151234786958757,1.1101494264430327,True,low,large sigma fit error
10.1002_qua.22282__sample_23915,Fe2O3,unknown,n,ok,8,0.9577076564908504,1.15638372345866,True,low,large validation error
10.1002_qua.22282__sample_23917,(LiF)0.01(Fe2O3)0.99,unknown,n,ok,7,3.2920753877008493,5.487154038001774,True,low,large sigma fit error
10.1002_qua.22282__sample_23919,(LiF)0.03(Fe2O3)0.97,unknown,n,ok,7,4.408806612366319,3.825581762365857,True,low,large sigma fit error
10.1002_qua.22282__sample_23921,(LiF)0.1(Fe2O3)0.9,unknown,n,ok,7,3.6309684777273374,5.972449176655115,True,low,large sigma fit error
10.1007_bf00323873__sample_21264,P0.0000006Si,unknown,p,ok,23,2.4858968575991787,2.051400706672334,True,low,large sigma fit error
10.1007_bf00683310__sample_23430,CeB6,unknown,p,ok,39,1.8301736022925612,2.607176349040477,True,low,large sigma fit error
10.1007_bf00683310__sample_23432,CeB6,unknown,p,ok,34,1.3976326987860173,2.67589548757431,True,low,large sigma fit error
10.1007_s00339-004-2596-z__sample_8184,FeSi1.9,unknown,p,ok,24,1.189451197081075,1.7456207592714466,True,low,large sigma fit error
10.1007_s00339-004-2596-z__sample_8185,FeSi2.0,unknown,p,ok,24,1.2059433704241422,1.7636656319556012,True,low,large sigma fit error
10.1007_s00339-004-2596-z__sample_8186,FeSi2.1,unknown,p,ok,24,1.2180288690858627,1.8158747621448077,True,low,large sigma fit error
10.1007_s00339-004-2596-z__sample_8187,FeSi2.3,unknown,p,ok,25,1.418946890276906,1.9895919702347336,True,low,large sigma fit error
10.1007_s00339-004-2596-z__sample_8188,FeSi2.5,unknown,p,ok,24,1.2718643240315677,1.8866626335946008,True,low,large sigma fit error
10.1007_s00339-014-8515-z__sample_23772,"SrTiO3, (La,Y)xSr1-xNbyTi1-yO3-d",unknown,n,ok,7,0.6749445012349706,1.1625837476075296,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23773,"SrTiO3, (La,Y)xSr1-xNbyTi1-yO3-d",unknown,n,ok,7,1.7274900397506243,3.1752388448483324,True,low,large sigma fit error
10.1007_s00339-014-8515-z__sample_23791,TiO2,unknown,n,ok,7,0.950222172796228,1.849511722214868,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23792,Ti0.96Nb0.04O2,unknown,n,ok,7,0.5477269638978027,1.121373162103636,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23799,Nb12O29,unknown,n,ok,7,0.5237065654115355,1.1462762156620272,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23800,NbO2.03,unknown,n,ok,7,0.7281408287879623,1.5666208846479386,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23801,NbO2.1,unknown,n,ok,7,1.030478297890396,2.135101146640765,True,low,large sigma fit error
10.1007_s00339-014-8515-z__sample_23802,(Nb2O5)7TiN,unknown,n,ok,7,1.5807656536537826,2.7335648727666046,True,low,large sigma fit error
10.1007_s00339-014-8515-z__sample_23803,(Nb2O5)10SiC,unknown,n,ok,7,0.7570144862324745,1.625033227263152,True,low,large validation error
10.1007_s00339-014-8515-z__sample_23804,(Nb2O5)7TiC,unknown,n,ok,7,1.4132756588420654,2.3442038691630365,True,low,large sigma fit error
10.1007_s00339-019-2525-9__sample_40565,Pb0.995Sb0.005Te,unknown,n,ok,11,0.8088286222511204,1.3835906085610403,True,low,large validation error
10.1007_s10008-010-1095-8__sample_84408,C6H2S2,unknown,p,ok,44,1.5793048306419997,1.6496893400276311,True,low,large sigma fit error
10.1007_s10832-014-9969-2__sample_21058,Bi2O2Se,unknown,n,ok,10,1.904860288934212,2.519781099410593,True,low,large sigma fit error
10.1007_s10832-014-9969-2__sample_21059,Bi1.95Sn0.05O2Se,unknown,n,ok,10,1.843487916042884,2.4460147251507127,True,low,large sigma fit error
10.1007_s10832-014-9969-2__sample_21060,Bi1.25Sn0.75O2Se,unknown,n,ok,10,2.003994421595153,2.644107564815364,True,low,large sigma fit error
10.1007_s10832-014-9969-2__sample_21061,Bi1.9Sn0.1O2Se,unknown,n,ok,10,2.1588113134203164,3.298020943080923,True,low,large sigma fit error
10.1007_s10832-016-0038-x__sample_21062,Bi2O2Se,unknown,n,ok,11,2.042175720570289,3.225431848706056,True,low,large sigma fit error
10.1007_s10832-016-0038-x__sample_21063,Bi2O2Se,unknown,n,ok,11,1.871177077450806,2.855078161430016,True,low,large sigma fit error
10.1007_s10832-016-0038-x__sample_21064,Bi2O2Se,unknown,n,ok,8,1.5774185114018888,2.352280176776754,True,low,large sigma fit error
10.1007_s10832-016-0038-x__sample_21065,Bi2O2Se,unknown,n,ok,10,1.7025774324049048,2.6547444634568444,True,low,large sigma fit error
10.1007_s10832-016-0038-x__sample_21066,Bi2O2Se,unknown,n,ok,11,2.107991685269612,3.5014467744388327,True,low,large sigma fit error
10.1007_s10853-012-6463-6__sample_11976,Bi0.88Sb0.12Ho0.01,unknown,n,ok,60,0.7389848343034572,1.1284350161883876,True,low,large validation error
10.1007_s10853-012-6463-6__sample_11979,Bi0.88Sb0.12Ho0.03,unknown,n,ok,77,0.6424843231087894,1.2171487854700949,True,low,large validation error
10.1007_s10853-012-6834-z__sample_27143,Ca0.9Y0.1Mn0.9Fe0.1O3,unknown,n,ok,10,0.9504765312530176,1.59545437356579,True,low,large validation error
10.1007_s10853-012-6834-z__sample_27144,Ca0.9Y0.1Mn0.85Fe0.15O3,unknown,n,ok,10,1.419384939154582,2.3173010544247505,True,low,large sigma fit error
10.1007_s10853-012-6895-z__sample_8438,Bi0.6Sb1.4Te3,unknown,p,ok,34,0.8239046805421989,1.20721619606766,True,low,large validation error
10.1007_s10853-012-6895-z__sample_8440,Bi0.4Sb1.6Te3,unknown,p,ok,23,0.9343480145210066,1.3675273046729792,True,low,large validation error
10.1007_s10853-012-6895-z__sample_8441,Bi0.2Sb1.8Te3,unknown,p,ok,31,0.7769110660203925,1.3548356346763049,True,low,large validation error
