material_system,n_or_p,sample_count,zt_eval_sample_count,median_pf_mape_step15,median_zt_pred_vs_obs_mape_step15,median_zt_pred_vs_calc_mape_step15,high_zt_observed_sample_count,high_zt_predicted_sample_count,high_zt_true_positive_count,high_zt_false_negative_count,high_zt_false_positive_count,manual_review_sample_count,sintering_check_sample_count,nanocarbon_sample_count,rare_metal_flag_sample_count,toxicity_flag_sample_count,large_error_sample_count,interpretation_step16
unknown,p,10227,3781,0.1827325029787667,0.1945595229830051,0.176281791578034,1190,1233,791,399,442,1997,2114,7,8804,7796,1081,many high-ZT or large-error samples; prioritize manual review
unknown,n,8239,2581,0.1673439735486215,0.1668120445089765,0.1569646497295772,587,757,402,185,355,1205,1317,17,6643,4932,746,many high-ZT or large-error samples; prioritize manual review
